Lat,Lng,CDD30,HDD30
37.5194,-97.3142,1573.0,4650.0
38.6003,-100.6197,1248.0,5420.0
38.6656,-96.9494,1381.0,5323.0
39.8122,-95.3539,1134.0,5678.0
39.3617,-99.8278,1214.0,5692.0
38.6644,-94.89,1342.0,5006.0
39.4578,-95.755,1117.0,5742.0
39.6678,-95.52,1266.0,5421.0
37.4603,-96.2869,1505.0,4692.0
39.3533,-100.4397,1026.0,5944.0
38.1042,-98.6592,1684.0,4533.0
37.1644,-101.3397,1334.0,4853.0
37.8117,-95.4456,1396.0,4796.0
38.09,-97.9125,1384.0,5077.0
37.9311,-98.0297,1464.0,5071.0
37.2364,-95.7003,1616.0,4337.0
37.9233,-95.4242,1402.0,4835.0
38.1964,-99.9181,1316.0,5382.0
38.2547,-95.75,1343.0,5069.0
37.5669,-101.7508,1307.0,4929.0
38.6078,-97.9597,1343.0,5276.0
37.6361,-98.1136,1592.0,4844.0
37.9283,-99.3656,1487.0,4887.0
39.6619,-99.1228,1179.0,5887.0
37.9411,-101.2492,1361.0,5115.0
38.1817,-99.0994,1411.0,5041.0
38.9583,-95.2514,1333.0,5239.0
39.3256,-94.9189,1420.0,5061.0
38.4794,-101.3658,1035.0,5737.0
37.0222,-100.9294,1468.0,4691.0
39.0294,-98.13,1421.0,5536.0
39.9,-98.0256,1152.0,5838.0
39.1972,-96.5814,1498.0,5156.0
39.7889,-98.2039,1229.0,5940.0
38.3778,-97.0753,1462.0,5117.0
39.8383,-96.6364,1327.0,5585.0
39.7844,-101.3686,995.0,5906.0
38.3772,-97.6097,1483.0,5100.0
37.285,-100.345,1583.0,4715.0
37.2767,-98.58,1741.0,4273.0
38.5039,-95.7036,1351.0,5064.0
39.0744,-96.8983,1374.0,5236.0
39.1247,-97.7047,1451.0,5221.0
37.5922,-100.4389,1290.0,5190.0
38.1433,-94.8233,1284.0,5091.0
37.1872,-95.4508,1493.0,4701.0
38.4478,-99.91,1315.0,5433.0
38.0344,-97.3431,1579.0,4988.0
39.8114,-99.9386,1152.0,5964.0
39.7411,-99.8361,1195.0,5640.0
37.455,-97.8486,1666.0,4603.0
39.1131,-100.9447,1005.0,5912.0
39.8183,-100.5331,1055.0,6010.0
38.8875,-94.7603,1339.0,5079.0
39.2419,-95.2725,1203.0,5553.0
38.6133,-95.2808,1360.0,5068.0
38.5911,-94.8778,1372.0,5063.0
37.3678,-95.2892,1483.0,4632.0
39.1172,-95.4097,1173.0,5516.0
39.7394,-99.3186,1328.0,5622.0
39.7433,-99.3158,1369.0,5607.0
39.245,-99.3808,1183.0,5720.0
38.645,-95.5661,1372.0,5168.0
37.6456,-98.7281,1440.0,5003.0
39.0664,-100.2394,1160.0,5626.0
37.2633,-101.7886,1256.0,5257.0
38.8767,-98.8089,1379.0,5429.0
38.9117,-101.1711,1127.0,5828.0
38.9617,-101.1664,1117.0,5734.0
39.7675,-101.8067,1029.0,5862.0
38.4819,-100.9189,1150.0,5662.0
37.1317,-96.1861,1637.0,4361.0
38.8961,-101.7514,1099.0,5673.0
37.5339,-96.8814,1499.0,4767.0
39.7772,-98.7783,1398.0,5591.0
38.7431,-97.6678,1460.0,5234.0
38.2144,-98.2078,1554.0,5063.0
37.4414,-100.9792,1491.0,4599.0
37.9928,-101.7417,1388.0,5068.0
38.4331,-96.5578,1372.0,5151.0
37.7417,-95.9333,1452.0,4712.0
38.4661,-101.7758,1075.0,5624.0
38.655,-101.6961,1026.0,5676.0
39.8283,-95.0881,1179.0,5584.0
39.2475,-96.5994,1274.0,5524.0
37.5983,-101.2908,1219.0,5336.0
39.0297,-99.8831,1386.0,5315.0
38.9111,-101.5853,1123.0,5356.0
39.2142,-96.3703,1270.0,5414.0
39.8089,-97.055,1313.0,5623.0
39.4031,-99.4192,1318.0,5324.0
37.2778,-97.4097,1639.0,4598.0
37.1317,-99.0558,1526.0,4984.0
38.9667,-98.4889,1440.0,5194.0
37.2889,-96.9408,1469.0,4804.0
39.0589,-101.2439,1090.0,5606.0
37.8728,-95.7247,1313.0,4917.0
38.4536,-82.6131,948.0,5223.0
36.8825,-83.8819,1028.0,4607.0
37.8194,-85.3847,1237.0,4338.0
36.8831,-88.9961,1526.0,4062.0
36.8978,-86.1247,1696.0,3899.0
36.8583,-83.3303,1016.0,4437.0
37.6336,-83.7161,1025.0,4667.0
37.4533,-86.9117,1315.0,4436.0
37.5733,-84.2908,1401.0,3912.0
37.9161,-85.6572,1364.0,4172.0
37.4667,-83.6606,980.0,4722.0
37.3578,-83.7706,915.0,4839.0
37.495,-85.1517,1174.0,4610.0
37.9561,-86.1144,1091.0,4715.0
37.3417,-83.4706,1059.0,4561.0
37.5319,-87.2669,1359.0,4371.0
37.2333,-83.0333,980.0,4559.0
38.6583,-85.1456,1199.0,4447.0
37.9589,-82.7464,863.0,5074.0
37.7928,-86.2325,954.0,4813.0
37.4903,-84.4375,1142.0,4213.0
37.83,-84.0347,937.0,4765.0
38.3636,-85.4186,1165.0,4923.0
38.3769,-84.3031,1092.0,4940.0
37.6528,-84.7708,1166.0,4658.0
37.7858,-84.7078,1156.0,4739.0
37.75,-84.3333,1006.0,4925.0
37.0486,-88.0728,1702.0,3685.0
37.6797,-85.8761,1085.0,4709.0
36.8275,-85.8975,1306.0,4138.0
38.6753,-84.325,1026.0,5122.0
38.1228,-83.5328,1258.0,4475.0
38.2022,-84.8825,1064.0,4883.0
37.0147,-88.2678,1919.0,3610.0
38.2186,-83.1431,1078.0,4931.0
37.0014,-85.9072,1605.0,3746.0
36.8964,-88.0139,1542.0,4009.0
37.4,-83.95,748.0,5156.0
38.3353,-82.9075,940.0,5074.0
38.2922,-82.9747,849.0,5212.0
37.2592,-85.5022,1313.0,4387.0
37.7822,-86.4622,1480.0,4108.0
37.55,-83.7667,1091.0,4610.0
37.5786,-83.7658,897.0,4656.0
37.7558,-87.6456,1367.0,4285.0
37.5317,-85.735,1228.0,4253.0
36.8492,-87.5206,1535.0,4198.0
37.8725,-82.5194,887.0,4982.0
37.0056,-85.0617,1024.0,4668.0
36.76,-88.1386,1531.0,4060.0
37.5108,-86.2892,927.0,4888.0
38.115,-85.645,1257.0,4502.0
36.9692,-88.8314,1624.0,3784.0
37.3475,-87.5239,1622.0,3949.0
37.1317,-86.1481,1544.0,3764.0
37.15,-83.8167,922.0,4703.0
36.8425,-85.5244,1209.0,4193.0
36.7581,-88.6406,1592.0,3788.0
38.6869,-83.7872,1089.0,4933.0
37.6494,-86.4305,1111.0,4473.0
36.6086,-83.7144,1077.0,4409.0
36.8667,-84.8275,1146.0,4444.0
38.0583,-83.9333,921.0,5169.0
37.3542,-84.3369,1113.0,4639.0
36.6122,-88.3083,1647.0,3773.0
37.2792,-86.2492,1415.0,4284.0
38.3422,-83.1036,675.0,5417.0
37.2669,-83.65,1046.0,4500.0
37.7828,-87.1183,1759.0,3874.0
37.05,-88.55,1761.0,3894.0
37.8175,-82.7883,1140.0,4635.0
37.1686,-84.9392,1078.0,4337.0
37.1244,-87.8672,1566.0,3897.0
37.3997,-87.7622,1625.0,4241.0
37.2164,-86.8939,1462.0,4203.0
37.6178,-86.5044,1247.0,4692.0
36.855,-86.8883,1409.0,4236.0
36.7458,-86.2258,1201.0,4179.0
38.2,-85.2,1016.0,5183.0
37.1167,-84.6167,1070.0,4436.0
37.8589,-87.4086,1453.0,4379.0
37.8603,-83.8969,888.0,4813.0
36.6736,-84.4792,897.0,4751.0
36.8861,-85.7067,1123.0,4354.0
38.4947,-83.0183,694.0,5262.0
38.7744,-84.9672,1031.0,4977.0
36.9383,-83.3011,819.0,5203.0
38.0317,-83.3917,920.0,4956.0
37.0683,-88.7725,1396.0,4220.0
36.7333,-84.15,966.0,4599.0
38.6586,-84.6106,1221.0,4533.0
37.1842,-86.6353,1175.0,4468.0
31.3206,-92.4611,2652.0,1953.0
31.2489,-92.4489,2301.0,2185.0
30.7094,-90.525,2426.0,1893.0
32.1633,-93.1331,2226.0,2404.0
32.7692,-92.0056,2100.0,2718.0
32.4508,-93.8372,2301.0,2480.0
32.3744,-92.9433,2251.0,2431.0
30.7808,-89.8567,2517.0,1876.0
31.3944,-92.7164,2546.0,1898.0
30.3919,-91.2711,2446.0,1811.0
30.9594,-92.1786,2563.0,1882.0
29.3414,-89.5158,2929.0,1127.0
32.5133,-92.3486,2098.0,2691.0
30.1981,-91.1256,2679.0,1503.0
30.8178,-90.9733,2155.0,2070.0
31.5183,-92.7142,2343.0,2200.0
32.1667,-92.1072,2208.0,2420.0
30.5272,-90.1114,2357.0,1750.0
30.2408,-92.3478,2729.0,1686.0
30.4347,-93.4692,2405.0,1892.0
30.8428,-93.2869,2565.0,1846.0
30.0719,-91.0278,2630.0,1592.0
30.85,-92.7833,2480.0,1909.0
30.4917,-92.4303,2936.0,1598.0
32.775,-92.4075,2247.0,2491.0
29.8233,-91.5442,2606.0,1457.0
30.8186,-90.18,2502.0,1799.0
29.4631,-90.3072,2840.0,1306.0
30.4192,-92.0439,2631.0,1569.0
29.8894,-93.4019,2994.0,1372.0
30.5031,-90.3772,2489.0,1802.0
31.3747,-93.3911,2474.0,2077.0
32.81,-93.0625,1955.0,2819.0
29.5858,-90.7303,2931.0,1293.0
29.9592,-91.7108,2735.0,1503.0
31.6661,-92.2006,2245.0,2333.0
30.2003,-92.6642,2712.0,1623.0
31.4825,-91.8628,2532.0,2031.0
30.2192,-92.065,2614.0,1653.0
30.0031,-92.7808,2955.0,1376.0
32.8067,-91.173,2340.0,2538.0
31.3731,-91.9053,2439.0,1993.0
31.1417,-93.2397,2333.0,2121.0
29.7856,-92.2047,2691.0,1509.0
31.9833,-93.95,2239.0,2402.0
30.3644,-91.1672,2632.0,1688.0
29.5814,-89.8222,2943.0,1238.0
31.1783,-92.4108,2546.0,1958.0
32.0389,-93.7053,2193.0,2372.0
31.5769,-93.4817,2366.0,2214.0
29.7853,-90.1158,2655.0,1437.0
32.6053,-93.2947,2246.0,2596.0
32.5342,-92.0669,2263.0,2504.0
32.705,-93.9608,2336.0,2414.0
29.6833,-91.1761,2749.0,1368.0
30.3392,-93.215,2555.0,1676.0
31.7722,-93.0956,2718.0,2036.0
31.8142,-93.0856,2502.0,1992.0
30.0375,-91.8839,2913.0,1380.0
30.7267,-91.3672,2716.0,1683.0
30.6036,-92.7739,2571.0,1751.0
31.8922,-92.2422,2301.0,2290.0
32.9081,-93.7956,2203.0,2633.0
32.4936,-91.7486,2398.0,2279.0
32.4219,-93.6381,2453.0,2348.0
30.0564,-90.5803,2784.0,1447.0
32.3556,-93.6425,2313.0,2427.0
29.7286,-92.8181,2601.0,1544.0
30.9461,-93.2789,2314.0,2057.0
32.5344,-92.6889,2012.0,2697.0
29.8722,-89.83,2782.0,1393.0
31.9497,-91.2336,2532.0,2146.0
30.0858,-91.8694,2525.0,1650.0
32.3919,-93.7803,2330.0,2446.0
32.4514,-93.8417,2375.0,2275.0
30.265,-89.7697,2615.0,1637.0
30.3433,-89.8222,2512.0,1687.0
32.3994,-91.1842,2359.0,2337.0
29.91,-90.0342,3055.0,1261.0
29.7758,-90.78,2728.0,1405.0
31.2,-93.5697,2444.0,1977.0
31.9622,-92.6561,2314.0,2300.0
32.1411,-91.7089,2429.0,2272.0
32.0997,-91.7022,2470.0,2261.0
44.3739,-68.2592,389.0,6920.0
47.0886,-69.025,136.0,10253.0
45.2883,-69.1467,213.0,8579.0
44.4394,-68.9892,187.0,7776.0
45.2669,-69.5839,198.0,8946.0
45.6603,-69.812,153.0,9503.0
46.4283,-67.8442,197.0,9087.0
44.0697,-70.7467,242.0,8133.0
46.6106,-69.5219,133.0,10177.0
44.9197,-69.2417,279.0,8403.0
45.6611,-67.8614,244.0,8751.0
45.1872,-69.1839,217.0,8734.0
43.9869,-70.055,246.0,7996.0
43.8786,-70.7539,254.0,8230.0
44.9067,-66.9919,95.0,7677.0
44.5333,-68.4333,266.0,7451.0
44.4933,-68.4583,229.0,7777.0
45.2172,-70.4825,127.0,9714.0
44.6889,-70.1567,244.0,8391.0
47.2386,-68.6136,146.0,10131.0
44.2203,-69.7889,345.0,7687.0
45.1775,-67.7742,310.0,7948.0
43.8925,-70.2544,390.0,7191.0
45.4667,-69.5833,184.0,8951.0
45.1703,-69.3817,217.0,8693.0
44.3744,-70.3161,166.0,8616.0
43.6478,-70.675,306.0,7947.0
46.2061,-67.8417,236.0,8736.0
45.6233,-70.255,155.0,9524.0
44.6439,-67.6475,146.0,8001.0
43.3606,-70.4697,214.0,7552.0
44.1,-70.2167,410.0,7692.0
44.3753,-68.5125,307.0,8339.0
45.2219,-70.1983,121.0,9609.0
44.7983,-69.8878,288.0,8224.0
44.7931,-70.9167,151.0,9255.0
45.6503,-68.705,276.0,8671.0
45.2564,-69.01,266.0,8206.0
44.0461,-69.5367,296.0,7257.0
44.8992,-68.6744,428.0,7305.0
46.0267,-68.5,169.0,9132.0
45.8944,-69.9647,130.0,9768.0
44.0069,-70.3608,343.0,7655.0
46.7925,-68.4772,207.0,9193.0
43.9186,-69.2622,80.0,7135.0
46.6539,-68.0089,249.0,8877.0
44.9892,-70.6719,124.0,9604.0
44.9894,-70.6722,103.0,9725.0
45.8833,-69.1833,181.0,9371.0
45.0853,-67.1203,149.0,8045.0
44.5308,-70.5372,312.0,8054.0
43.4569,-70.7803,502.0,6766.0
45.2536,-69.2278,220.0,8727.0
45.4,-68.1667,253.0,8450.0
45.4353,-67.7214,229.0,8434.0
44.2822,-70.2561,330.0,7786.0
47.1664,-67.9397,165.0,10106.0
45.5608,-67.4303,269.0,8434.0
44.5272,-69.6544,356.0,7735.0
44.9511,-67.6664,200.0,8178.0
43.6878,-70.6128,356.0,7672.0
43.8881,-69.7089,220.0,7508.0
44.1925,-69.1461,266.0,7581.0
45.1569,-67.4044,298.0,8046.0
38.9936,-76.5075,1681.0,3845.0
38.0722,-75.2128,1230.0,3990.0
39.0303,-76.9314,1237.0,4727.0
39.5,-76.3833,1395.0,4290.0
38.5667,-76.0667,1501.0,3836.0
39.6453,-77.4831,789.0,5326.0
39.2167,-76.0519,1237.0,4678.0
39.2553,-76.9286,1046.0,4906.0
38.9833,-76.95,1462.0,4325.0
39.6558,-76.1756,1297.0,4798.0
39.6419,-78.7561,1175.0,4853.0
39.3506,-76.6508,881.0,4917.0
38.9344,-77.1022,1409.0,4398.0
39.2667,-77.2333,1022.0,4830.0
39.2525,-77.2192,906.0,5085.0
39.6811,-77.2914,859.0,5396.0
39.4161,-77.4389,1373.0,4407.0
39.4344,-77.3919,1080.0,5027.0
39.66,-78.9358,407.0,6511.0
38.9689,-76.8042,1129.0,4876.0
39.6969,-78.1775,857.0,5340.0
38.5333,-77.0,1262.0,4024.0
39.0847,-76.9003,1394.0,4476.0
39.5833,-79.3667,401.0,6577.0
38.4617,-76.6992,1014.0,4640.0
39.7194,-76.8028,794.0,5346.0
39.2739,-75.87,1207.0,4502.0
38.9133,-76.97,1533.0,4178.0
39.4133,-79.4,326.0,6673.0
38.6833,-76.6667,1218.0,4316.0
38.7853,-76.9947,1382.0,4270.0
38.2122,-75.6822,1147.0,4264.0
39.1008,-77.1486,1197.0,4602.0
38.7144,-76.1897,1423.0,4026.0
38.365,-75.5892,1436.0,3825.0
39.5103,-79.14,490.0,6159.0
39.3983,-77.7211,874.0,5303.0
39.6633,-77.5828,879.0,5438.0
38.2364,-75.3789,1322.0,4023.0
38.3197,-76.4525,1564.0,3823.0
38.9753,-76.3422,1227.0,4329.0
39.45,-77.1833,926.0,5115.0
38.8519,-76.7683,1198.0,4655.0
38.4875,-75.8211,1478.0,3938.0
39.5736,-76.9883,1007.0,5021.0
39.6039,-77.8358,944.0,5173.0
39.3333,-76.8667,1147.0,4681.0
42.3861,-72.5375,515.0,6773.0
42.6178,-71.9158,342.0,7096.0
42.6617,-71.9358,278.0,7513.0
42.5133,-72.8508,163.0,7831.0
42.4283,-72.0275,296.0,7533.0
42.4833,-71.2833,561.0,6392.0
42.2794,-72.3483,427.0,6719.0
42.5881,-70.8372,377.0,6671.0
42.6325,-72.1233,374.0,7538.0
42.1333,-72.9333,305.0,7478.0
41.9539,-70.9572,500.0,6254.0
42.0478,-71.005,536.0,6305.0
42.1164,-71.9075,479.0,6873.0
41.6569,-69.9589,322.0,5838.0
42.4667,-72.9333,285.0,7492.0
42.4686,-73.1531,335.0,7379.0
42.1103,-72.1269,488.0,6702.0
41.7653,-70.6697,525.0,5999.0
41.3853,-70.5181,589.0,5367.0
42.2167,-73.35,510.0,6787.0
42.5719,-72.5975,389.0,6959.0
42.7467,-71.0425,511.0,6647.0
42.7594,-71.0603,535.0,6719.0
42.2269,-70.9125,631.0,5857.0
41.665,-70.3039,496.0,5831.0
42.3031,-71.1239,721.0,6013.0
42.2833,-72.8667,335.0,7301.0
42.55,-73.2333,266.0,7640.0
42.6992,-71.1658,709.0,6085.0
42.3356,-73.2506,380.0,7367.0
42.6408,-71.3636,607.0,6632.0
42.5008,-70.8644,563.0,6040.0
42.4292,-71.4425,658.0,6413.0
41.8819,-70.9086,499.0,6101.0
42.5947,-71.0208,729.0,5816.0
42.2825,-71.3439,530.0,6489.0
41.6333,-70.9333,804.0,5606.0
41.9928,-71.1667,558.0,6304.0
42.5333,-70.9833,513.0,6544.0
41.9819,-70.6961,574.0,5998.0
42.5242,-71.1264,585.0,6315.0
41.785,-70.9175,611.0,5863.0
42.5678,-73.0028,244.0,8026.0
42.0583,-72.0722,437.0,6753.0
41.9003,-71.0658,675.0,5915.0
42.64,-72.2244,473.0,7221.0
42.1608,-71.2461,664.0,6015.0
42.0931,-72.8036,478.0,6629.0
42.1333,-71.4333,620.0,6277.0
42.1819,-73.2236,238.0,7680.0
42.3869,-72.9211,257.0,7641.0
41.9164,-84.0158,543.0,6759.0
46.6447,-88.4811,263.0,9185.0
42.6158,-82.5436,652.0,6517.0
42.58,-85.7892,470.0,7072.0
43.3864,-84.6492,530.0,7136.0
45.1628,-83.5906,281.0,8209.0
46.235,-88.4539,209.0,9399.0
42.2875,-83.7611,524.0,6588.0
42.2417,-83.6933,561.0,6684.0
42.2947,-83.7108,731.0,6335.0
44.9933,-84.1625,251.0,8470.0
45.0283,-84.2331,323.0,8304.0
43.6253,-84.0189,449.0,7325.0
43.8081,-82.9939,444.0,7385.0
43.9006,-85.8506,437.0,7382.0
46.5869,-89.5475,196.0,9511.0
44.5317,-86.1311,400.0,7236.0
46.8325,-87.7503,287.0,8493.0
43.7072,-85.4822,381.0,7768.0
41.8242,-83.8706,582.0,6658.0
42.3842,-85.9625,526.0,6933.0
45.1672,-84.9139,525.0,7335.0
43.2172,-82.9906,443.0,7140.0
43.0675,-83.5919,493.0,6958.0
43.0481,-82.9239,419.0,7214.0
42.0636,-83.4358,511.0,6514.0
43.4839,-83.3919,491.0,7275.0
43.9417,-83.2669,451.0,7214.0
43.5861,-83.1805,397.0,7434.0
46.4992,-87.845,122.0,9851.0
46.5192,-87.9858,144.0,9816.0
45.3172,-85.2672,486.0,7067.0
44.5503,-84.8258,520.0,7056.0
46.3414,-86.9242,231.0,8886.0
45.6528,-84.4725,293.0,8179.0
42.3264,-84.0133,546.0,6758.0
41.9622,-84.9925,580.0,6711.0
47.4675,-87.8669,197.0,8816.0
45.8269,-87.1589,283.0,8421.0
42.9986,-84.0744,462.0,7028.0
45.6414,-85.0142,239.0,7984.0
42.3194,-83.2378,795.0,6215.0
42.3469,-83.1736,728.0,6283.0
45.9983,-83.9014,230.0,8404.0
41.9856,-86.1319,556.0,6827.0
41.9553,-83.6489,733.0,6332.0
42.9269,-83.9894,570.0,6942.0
45.1519,-85.1322,392.0,7377.0
42.6742,-84.485,666.0,6589.0
44.2839,-83.5036,375.0,7528.0
42.4589,-82.9439,713.0,6348.0
42.0147,-86.2408,904.0,5975.0
45.1806,-85.1992,231.0,8095.0
43.6156,-83.845,649.0,6825.0
42.4669,-83.3625,548.0,6802.0
45.6667,-86.7167,250.0,7963.0
44.565,-85.4133,419.0,7513.0
43.9158,-83.0831,351.0,7518.0
43.0378,-83.7694,509.0,7057.0
43.3194,-83.7161,397.0,7180.0
44.6481,-86.21,343.0,7257.0
43.4458,-86.0264,377.0,7165.0
45.0303,-84.6781,323.0,8342.0
44.9072,-84.7189,262.0,8458.0
44.5358,-83.7022,216.0,8275.0
42.9164,-83.5097,513.0,6947.0
43.0622,-86.2244,593.0,6464.0
43.0608,-86.2047,370.0,7056.0
44.6542,-84.6994,290.0,8539.0
43.2025,-85.2422,491.0,7142.0
42.4078,-82.8892,631.0,6694.0
42.3833,-85.3828,805.0,6177.0
44.4633,-83.7217,329.0,7991.0
43.8322,-82.6428,313.0,7629.0
44.6819,-83.2808,266.0,7852.0
43.6747,-86.4239,387.0,7367.0
42.6422,-85.2875,516.0,6996.0
42.4344,-83.9858,533.0,6885.0
46.665,-88.375,195.0,9600.0
43.5908,-86.1056,408.0,7367.0
41.9353,-84.6411,549.0,6937.0
42.7989,-86.205,694.0,6300.0
43.73,-84.3703,461.0,7231.0
44.3122,-84.7747,296.0,8053.0
44.3119,-84.8922,287.0,8245.0
42.5939,-83.9325,627.0,6812.0
42.9531,-85.0778,538.0,7069.0
45.7858,-88.0842,346.0,8622.0
46.4656,-90.1892,248.0,9337.0
46.4911,-87.6894,232.0,8852.0
44.7281,-85.1728,276.0,8417.0
44.5897,-85.0486,225.0,8390.0
44.5694,-85.5722,419.0,7420.0
44.3089,-85.205,288.0,8173.0
43.0608,-83.3075,511.0,7127.0
43.0581,-83.3606,527.0,6825.0
42.8133,-83.8039,504.0,7021.0
43.2631,-82.5328,423.0,7213.0
43.9067,-86.3942,420.0,7047.0
44.42,-84.0233,261.0,8238.0
42.1508,-84.0236,544.0,6738.0
44.2114,-86.2939,475.0,6915.0
45.9511,-86.2514,140.0,8595.0
44.855,-85.8353,480.0,7163.0
43.3308,-83.0664,372.0,7341.0
43.6089,-84.2011,612.0,6905.0
42.0664,-83.6186,595.0,6493.0
42.0811,-83.6769,650.0,6531.0
42.5794,-83.6844,516.0,7003.0
44.6614,-84.1317,381.0,7811.0
44.6467,-84.1158,305.0,8011.0
41.9139,-83.3942,821.0,6408.0
41.9069,-83.4158,753.0,6276.0
43.4614,-86.4175,400.0,6969.0
45.9903,-84.8361,154.0,8729.0
41.7217,-84.2147,638.0,6528.0
43.5858,-84.7697,522.0,7330.0
46.4122,-86.6625,214.0,8619.0
46.3725,-85.5089,100.0,9177.0
46.3133,-85.5106,171.0,9057.0
41.9497,-83.28,690.0,6362.0
45.1322,-85.6472,275.0,7626.0
44.8831,-85.6753,458.0,7186.0
44.9214,-85.5161,394.0,7399.0
45.4108,-84.2233,401.0,7648.0
46.8342,-89.2075,332.0,8302.0
43.0161,-84.18,553.0,6954.0
45.5719,-84.7858,237.0,8602.0
45.3725,-84.9767,286.0,7882.0
45.3614,-84.9511,240.0,7997.0
46.1864,-84.3239,202.0,8567.0
43.8567,-83.9561,445.0,7552.0
42.6389,-83.2556,596.0,6937.0
44.0469,-82.9703,407.0,7397.0
43.9483,-82.7142,347.0,7471.0
42.975,-82.4194,652.0,6616.0
42.8783,-82.7958,511.0,7097.0
45.4169,-83.8158,341.0,7848.0
46.2964,-84.5761,207.0,8550.0
43.4122,-83.9561,598.0,6939.0
43.4172,-84.0642,452.0,6995.0
43.3,-84.1667,442.0,7068.0
45.8489,-84.7228,242.0,7972.0
45.6911,-85.5464,254.0,7812.0
43.0114,-84.5542,593.0,6877.0
42.1611,-83.7819,589.0,6699.0
42.1236,-83.82,595.0,6633.0
41.8069,-83.5831,606.0,6617.0
43.4194,-82.8192,492.0,7240.0
46.4867,-84.4089,191.0,9036.0
46.2833,-85.95,346.0,8067.0
44.6392,-85.325,369.0,7980.0
42.4014,-86.2833,685.0,6003.0
46.0556,-88.6275,146.0,9864.0
43.9472,-84.0378,338.0,7663.0
45.3903,-87.7025,280.0,8618.0
46.6014,-85.2239,148.0,9440.0
42.0028,-83.9336,609.0,6599.0
41.9297,-85.6383,686.0,6477.0
42.0283,-84.1108,582.0,6644.0
44.7608,-85.6442,425.0,7432.0
46.1989,-85.0728,187.0,8610.0
46.8831,-88.8608,149.0,9466.0
45.1703,-84.4397,261.0,8711.0
43.3656,-83.5828,383.0,7307.0
46.2778,-89.1742,192.0,9648.0
46.51,-88.6664,158.0,9528.0
44.2294,-85.9572,417.0,7521.0
44.2542,-84.2011,321.0,8008.0
46.7531,-84.9789,123.0,8756.0
42.6981,-83.4717,436.0,7058.0
42.4356,-83.7831,433.0,6944.0
43.1447,-82.8011,371.0,7299.0
47.2992,-96.5161,465.0,9265.0
48.3006,-95.9817,453.0,9371.0
46.5258,-93.6675,268.0,9128.0
43.6064,-93.3019,616.0,7934.0
43.8836,-94.1667,748.0,7491.0
45.2533,-93.2928,459.0,8309.0
48.3311,-96.8253,344.0,9729.0
45.3783,-96.1542,570.0,8346.0
43.6542,-92.9739,531.0,8104.0
47.7122,-91.9533,218.0,10442.0
48.7094,-94.5869,349.0,9671.0
47.2003,-91.3672,133.0,9464.0
47.5369,-94.8297,275.0,9878.0
45.3167,-95.6167,570.0,8423.0
48.1969,-93.7994,300.0,9236.0
47.6714,-94.5175,226.0,9820.0
46.3433,-94.2086,355.0,9197.0
46.2681,-96.5914,590.0,8603.0
47.2472,-91.8625,134.0,10363.0
45.5939,-96.8278,549.0,8518.0
44.7336,-94.3417,572.0,8210.0
46.3014,-92.5406,241.0,9440.0
45.1969,-93.84,552.0,8343.0
44.0908,-92.64,467.0,8222.0
43.6308,-91.5028,513.0,7914.0
45.5506,-93.1264,506.0,8357.0
46.0958,-96.4092,510.0,9067.0
48.61,-95.1817,248.0,10008.0
44.7183,-96.2697,675.0,8000.0
47.3847,-94.6147,332.0,9664.0
45.3222,-93.2844,528.0,7991.0
44.8497,-93.5644,605.0,7912.0
44.8,-93.5833,795.0,7376.0
44.8131,-93.6311,558.0,8106.0
46.7047,-92.5253,253.0,9134.0
45.5872,-94.4047,638.0,7928.0
47.8947,-92.5336,244.0,9906.0
47.8667,-93.0667,258.0,9353.0
47.17,-92.4667,164.0,10154.0
47.8014,-96.6028,420.0,9497.0
46.125,-95.9089,552.0,8575.0
45.0825,-94.3075,661.0,8022.0
46.8997,-94.3872,368.0,8872.0
45.0417,-93.7903,558.0,8194.0
46.8372,-95.8372,550.0,8867.0
46.7681,-92.0903,193.0,9491.0
45.305,-93.5842,607.0,8022.0
47.9239,-91.8586,227.0,9963.0
47.9753,-91.4556,232.0,10113.0
47.6581,-92.1958,90.0,11221.0
47.4581,-92.5303,219.0,9776.0
43.6447,-94.4656,753.0,7663.0
44.3075,-93.265,559.0,8136.0
44.6697,-93.17,637.0,7631.0
46.2919,-96.1172,504.0,8875.0
46.9728,-92.87,179.0,9931.0
45.3397,-92.9125,589.0,8042.0
47.5636,-95.7244,286.0,9757.0
44.5564,-94.2206,616.0,8175.0
47.0792,-96.7758,533.0,8824.0
45.6583,-95.4392,528.0,8278.0
47.7517,-90.3578,79.0,9196.0
43.7047,-92.5644,435.0,8377.0
47.9711,-89.6908,81.0,9974.0
47.2436,-93.4975,326.0,9238.0
44.8136,-95.5517,556.0,8224.0
46.4119,-94.3608,380.0,8986.0
48.1603,-90.8842,170.0,10554.0
48.7714,-96.9406,377.0,10458.0
44.7597,-92.8689,629.0,7861.0
45.9919,-92.9928,294.0,9074.0
44.9089,-94.3675,609.0,8165.0
46.3197,-93.5014,291.0,9324.0
47.2256,-95.1919,257.0,9910.0
44.65,-93.6356,508.0,8186.0
48.4089,-93.0483,188.0,10223.0
48.5011,-92.6444,216.0,10155.0
45.3533,-94.3056,385.0,8380.0
43.7022,-95.1519,529.0,8216.0
43.9981,-95.9572,606.0,8112.0
44.2394,-95.3153,627.0,8114.0
47.2467,-94.2228,338.0,9246.0
