county_id,ELEP,FULP,GASP
51191,47.31042085251399,244.1619838648721,25.209257296202885
47131,46.341968447172775,178.18961169944498,22.182988203934638
40031,154.686044122121,1086.5269970123438,73.8977727543856
46043,3.911063900916104,31.469961178641878,2.6448337166123705
42077,389.57783753040206,5121.197895572176,266.94754982103854
51700,132.69476452905812,1158.1269296740995,72.71591508438819
06071,1660.6137343697153,4772.25662754531,716.3478362107111
27071,13.711898393289294,142.3287234242179,12.347367647275021
16083,81.47586554057833,464.6246753246753,46.35037462400875
13219,41.322256986758994,64.99071307437607,22.3168764772116
06027,15.954311001189389,69.85081409704551,15.742040812129014
51159,7.233372218768885,41.8400403092515,5.405242535513646
20089,6.385660749051559,39.230162536637316,4.190576712784667
29171,8.172960807784825,49.62411243940945,6.175481542878139
12055,125.29489548903052,334.0862991317464,36.50800451638082
34023,1024.7275233526227,12640.89646570379,758.4362963378165
27131,64.51953385227664,490.70782720688834,56.048520396801784
29135,21.589617099010017,78.04136471493611,15.245846326874887
28081,106.11895538972487,353.6634659157079,50.14283492405894
13167,14.965215548558973,40.21533526490066,8.42873944797496
21037,94.69297591038382,576.2723604899863,86.45882951275182
18085,87.9799749220045,518.5942776061502,64.23144795584776
51073,28.93348887507557,167.3601612370062,21.62097014205461
27163,323.8138985478865,2032.59139546216,209.21054568191826
17195,54.142268338550515,496.60568078439354,47.40619902120722
41053,53.79927988377074,189.3704191828787,29.189250114472905
47185,34.61381941958225,157.1230122463902,18.04258360481353
40089,26.160191111511814,102.79218134325075,14.785330721476702
47165,171.26213433031614,471.3408190224571,93.22720598050995
29057,11.023305024162882,38.495692828011556,7.157109303019689
48247,13.005155688216533,30.09534628960927,3.8210336267208285
21153,18.94090119294499,58.27595764731968,8.923470095290922
53027,72.95393752845031,275.38553118279555,42.501689780354646
26161,426.51856979071897,1414.0568263308678,335.45887992084266
18059,85.41145467322558,405.26536930561696,57.475505298439245
27007,51.80417495702099,280.4991354466863,44.44913697273017
48049,35.14212948417028,137.57717005363764,14.748351123059976
18077,51.27771841042906,178.10873113015117,32.5960691020565
29215,24.278373512465098,91.79699887844693,21.129146193962118
18145,85.41145467322558,405.26536930561696,57.475505298439245
18025,15.661592437051107,58.32263513513517,8.135566132913487
72015,15.63307743579161,56.76633444075309,6.837000089070996
53033,1996.5862975960147,14149.217833436935,1516.840887207351
28023,28.459862346818895,56.10176404608958,12.353012921717578
09015,143.67699713086571,1724.438289479206,105.85277388508779
12107,100.03923174826686,400.8747096399534,34.96793570219965
17189,15.864668941958035,77.90165353478716,10.447957659853568
13231,23.930020109391464,70.0023000300775,16.12947846361521
49033,2.4297300748519293,15.791812290665497,1.9004006704216025
13301,12.049148391040886,23.090292354452483,8.1205859028782
28059,195.94638622538406,901.0562180579217,72.50541017573478
13269,13.442393713862877,38.55609444319123,9.62547555971636
27113,19.292332557019012,148.6968460531879,13.571129341944536
37085,175.1173330879308,555.5919191919191,135.78634463539248
47007,21.14599724298048,51.91567369385885,8.161335749417551
22025,17.57827061940683,49.61857725149506,7.650117274039736
06077,585.6482564824986,1301.7490945614081,255.43763978455564
38039,3.7578746549235236,34.032582122685234,2.9127282491944135
30081,27.280079829021492,140.17061508367763,23.5064740467463
37089,106.20637732506636,469.2206668763759,68.12198679995402
26147,117.18229929436826,1343.7705421594226,112.13657689608038
37013,35.69122152600802,170.0538790345289,29.47967056004796
51600,20.825587305566017,179.15829314040744,13.246420308885147
20137,3.4998873493297284,19.641161706704914,2.324824102471586
17117,44.74050990583777,264.3998637021894,33.232362905541216
13311,33.417273263820526,107.8869546794723,24.80604479837951
48455,25.473761794194647,72.13613201162472,11.43719002146718
20117,12.771321498103134,78.46032507327473,8.381153425569345
20181,6.999774698659457,39.28232341340983,4.649648204943172
29009,43.47479385770006,147.81928740137684,29.24488421017824
26135,11.441226131381573,100.31725968436155,13.206964643095398
16073,24.56065114244818,104.07511965300628,11.412711279390845
26077,301.51440473475685,2839.855461655521,238.20684360221043
27049,49.63041065559742,377.4675593899142,43.1142464590783
36029,717.8495489587348,7179.996949227276,844.9111384754648
29047,284.1370459480005,1614.2039137136398,174.5604957047074
20063,6.999774698659457,39.28232341340983,4.649648204943172
22097,124.63303074497371,425.638690392789,46.878953994594944
18021,38.470910516839496,197.03286888174327,27.212994358365375
28133,28.34486125970271,148.67653232577666,14.174326786798947
04001,35.3644052579736,206.50768885833978,29.213075073218555
48209,164.37187540058966,370.46004842615014,76.39968868291648
48129,5.266423742639611,23.082856255270038,2.875319799899773
08087,34.27296750060051,151.5681124137781,24.527752110133797
19027,18.798203857125056,150.03841638638187,15.346190811815186
54069,59.312234422841286,476.2612468502395,39.19963489552042
51515,6.3176352884298925,26.139945338704848,3.3363575457468317
12086,3760.647815559133,13690.750450516472,1334.7169742182098
05141,22.93331545543942,105.25558213716141,13.366367455399164
20011,31.652803049995637,117.82957431294147,17.09364719432745
21211,57.570093405567924,235.5647724214498,32.462737124150706
21237,9.878817779559373,21.34687740657892,5.447821744264828
51133,14.466744437537786,83.6800806185031,10.810485071027305
31061,9.163395118080047,46.826923076923066,5.097512225890216
20197,10.999430742932665,55.8651968697631,6.713515095720324
01087,49.45800348518801,180.7797850985951,29.5455945310253
54015,7.363785726927625,29.02618038740922,4.727700820068385
39141,117.52399451553926,866.6510802469131,80.05166823554018
47157,1746.2656806673697,5056.340825133713,736.2638338669659
12079,45.438580752846875,79.39513154659451,19.513325115824365
18167,173.50504405567617,987.913179916318,98.97385401826867
46013,28.50519548229174,307.62086591200807,25.74376944059188
28005,12.97699270443623,38.86277104447988,7.44580360765511
22059,17.57827061940683,49.61857725149506,7.650117274039736
47095,9.268393689434573,35.637922339889066,4.436597640786936
13083,20.968691172006285,61.472991871339694,12.443626990009802
28115,33.51124907043938,111.68319976285494,15.834579449702797
13205,28.314430105425807,107.78191985088526,19.68323161871547
41067,553.2992808056321,2464.150798421348,374.0883939671499
19077,11.972275363274905,99.99618049871776,8.956736413901492
18159,16.794427482790475,134.52799266517644,12.797244470595203
21023,13.507459836179226,44.75613403191274,9.824654338549077
05035,95.08347315628713,391.899138443256,52.25579176768162
54051,29.656117211420643,238.13062342511975,19.59981744776021
28093,38.270696631256676,142.7478480462702,23.96876870153742
47009,172.64081395098188,686.5657584931046,74.83107341580681
27031,10.28392379496697,106.74654256816343,9.260525735456266
