DIVISION,REPORTABLE_DOMAIN,TYPEHUQ,KOWNRENT,YEARMADE,OCCUPYYRANGE,BEDROOMS,TOTROOMS,STOVEN,NUMFRIG,NUMPC,INTERNET,INDIALUP,INDSL,INCABLE,INSATEL,FUELHEAT,EMPLOYHH,SDESCENT,Householder_Race,EDUCATION,NHSLDMEM,HHAGE,WORKPAY,RETIREPY,SSINCOME,INVESTMT,MONEYPY,POVERTY100,FOODASST,DOLLAREL,DOLLARNG,DOLLARLP
2,3,6,2,1968,2,-2,1,1,1,2,-2,-2,-2,-2,-2,1,0,0,2,3,1,23,1,0,0,0,2500,100,1,590,847,0
8,23,2,1,1955,14,4,6,1,2,1,0,-2,-2,-2,-2,6,0,1,1,1,5,53,1,0,0,0,17500,100,0,2445,0,0
7,21,2,2,1940,2,3,5,1,1,1,1,0,1,0,0,1,0,1,1,1,4,50,1,0,0,0,12500,100,0,1689,680,0
4,12,4,2,2000,2,2,5,1,1,1,1,1,0,0,0,3,0,0,2,4,3,52,1,1,1,0,42500,501,0,1448,0,0
4,12,2,1,1950,34,2,4,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,2,1,85,0,1,0,1,97500,501,0,609,1124,0
1,2,2,1,1994,14,4,8,1,2,1,1,0,0,1,0,1,0,1,1,6,9,45,1,1,0,0,120000,501,0,1586,1312,0
8,22,2,2,1970,2,2,4,1,1,1,0,-2,-2,-2,-2,1,0,0,1,3,5,41,1,0,0,0,42500,501,1,639,749,0
3,7,2,2,1950,2,3,6,1,1,1,1,0,0,0,0,1,0,0,1,2,3,61,1,1,0,0,8750,100,0,1296,1208,0
5,16,2,1,1960,24,4,8,1,1,1,1,1,0,0,0,3,0,0,1,4,2,66,1,1,0,0,42500,501,0,920,0,315
5,14,2,1,1958,14,3,6,1,1,2,-2,-2,-2,-2,-2,2,0,0,1,1,1,49,0,0,0,0,12500,150,0,935,0,502
1,1,2,1,1950,24,3,6,1,2,1,1,0,1,0,0,4,0,0,1,2,4,51,1,0,0,0,120000,501,0,2688,0,2279
3,6,2,1,1960,14,4,7,2,1,1,1,0,0,1,0,1,0,0,1,3,1,67,0,1,0,0,32500,501,0,625,930,0
8,23,2,1,1960,2,3,7,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,5,3,26,1,0,0,1,82500,501,0,463,539,0
9,26,2,2,1953,2,2,6,1,2,1,1,0,1,0,0,1,0,0,1,7,3,47,1,0,0,0,120000,501,0,2758,960,0
7,21,2,1,1983,24,3,6,1,4,1,1,0,0,1,0,3,0,1,1,3,4,48,1,0,0,0,77500,501,0,4471,0,0
9,26,9,2,1951,7,-2,1,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,5,1,77,0,1,0,0,17500,501,0,81,0,0
3,7,2,1,1960,44,4,8,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,6,2,55,1,0,0,0,27500,501,0,285,1675,0
7,21,6,2,1965,2,-2,1,1,1,2,-2,-2,-2,-2,-2,3,0,1,1,3,2,33,1,0,0,0,47500,501,0,1162,0,0
8,24,2,1,1974,2,4,7,1,1,1,1,0,0,1,0,1,0,0,7,3,5,29,1,0,0,0,27500,150,0,1820,388,0
5,16,2,1,1990,14,3,6,1,1,1,1,0,1,0,0,3,0,0,1,6,4,47,1,0,0,0,77500,501,0,2379,0,170
9,26,3,1,2008,2,3,5,1,1,1,1,0,0,1,0,1,0,1,1,5,3,49,1,0,0,0,82500,501,0,657,323,0
4,11,3,2,1955,2,3,5,1,1,1,1,0,0,1,0,1,0,0,1,3,4,31,1,0,0,0,22500,150,1,548,707,0
5,14,6,2,1920,14,-2,1,1,1,1,1,1,0,0,0,1,0,0,2,2,1,78,0,1,0,0,12500,150,0,630,836,0
2,5,3,1,1920,44,3,7,1,1,1,1,0,1,0,0,4,0,1,1,3,2,45,1,0,0,0,62500,501,0,994,0,1591
7,21,2,1,1954,24,3,5,1,1,1,1,1,0,0,0,1,0,0,1,2,1,55,1,0,0,0,17500,501,0,983,480,0
2,3,4,1,1920,44,2,5,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,1,1,69,0,1,0,1,22500,501,0,601,2538,0
6,18,2,1,2006,2,5,10,2,1,1,1,0,1,0,0,3,0,0,1,6,2,59,1,1,0,0,92500,501,0,1126,1133,0
8,22,2,1,1988,2,4,8,1,1,1,1,0,0,1,0,1,0,0,1,5,2,53,1,0,0,0,42500,501,0,605,1018,0
6,19,2,1,1950,2,2,5,1,1,1,1,0,0,0,0,3,0,0,2,2,2,50,1,0,0,0,87500,501,0,2026,0,0
8,22,6,2,1997,2,1,3,1,1,1,1,0,0,1,0,1,0,0,1,5,1,29,1,0,0,1,72500,501,0,377,437,0
7,21,7,2,2006,2,2,4,1,1,1,1,0,1,0,0,3,0,0,2,5,1,31,1,0,0,0,37500,501,0,866,0,0
1,1,2,1,1965,44,3,8,1,2,2,-2,-2,-2,-2,-2,8,0,0,1,2,2,75,0,1,0,0,22500,501,0,1168,0,724
8,24,2,1,2002,7,3,7,1,1,1,1,0,0,1,0,6,0,0,1,5,2,53,1,0,0,1,52500,501,0,1547,409,0
5,17,2,1,1986,2,3,8,1,1,1,1,0,1,0,0,3,0,0,1,5,2,61,0,1,0,1,52500,501,0,1509,0,0
8,23,2,1,1990,7,5,10,1,1,1,1,0,0,1,0,1,0,0,1,2,2,79,1,1,0,1,22500,501,0,565,766,0
2,3,6,2,1988,2,1,3,1,1,1,1,0,1,0,0,3,0,0,4,7,1,28,0,0,0,0,92500,501,0,456,0,135
2,4,2,1,1991,14,4,9,1,2,1,1,0,0,1,0,4,0,0,1,2,3,67,1,1,0,1,82500,501,0,3765,754,1521
2,3,4,2,1979,24,3,7,1,2,2,-2,-2,-2,-2,-2,1,0,1,1,1,12,64,1,0,0,1,27500,100,0,535,3356,0
8,22,2,1,1969,34,4,8,1,1,1,1,0,1,0,0,1,0,1,1,3,2,64,1,1,0,1,22500,501,0,1750,373,0
4,10,2,1,1996,7,5,10,1,3,1,1,0,0,1,0,1,0,0,1,2,3,48,1,0,0,0,87500,501,0,1622,632,0
9,26,3,1,1986,2,3,5,1,1,1,1,0,0,1,0,3,0,1,1,3,2,31,1,0,0,0,120000,501,0,680,205,0
1,2,2,1,1949,14,4,6,1,1,1,1,0,1,0,0,1,0,0,1,2,8,43,1,0,0,0,67500,501,0,2338,1944,0
5,17,2,1,1970,7,3,6,1,3,1,1,0,0,1,0,3,0,0,1,3,1,68,1,0,1,0,27500,501,0,1829,0,0
9,26,6,2,1975,2,2,4,2,1,1,1,0,0,1,0,1,0,0,4,6,3,39,1,0,0,0,22500,150,0,233,219,0
5,17,2,1,1960,24,2,6,1,1,1,1,0,1,0,0,3,0,1,1,2,3,51,1,0,0,1,47500,501,0,1741,0,0
9,26,6,2,1986,2,1,3,1,1,2,-2,-2,-2,-2,-2,3,0,1,1,2,3,24,1,0,0,0,27500,501,0,579,23,0
4,12,3,1,2002,7,3,9,1,2,1,1,0,1,0,0,1,0,0,1,5,3,42,1,0,0,0,120000,501,0,1186,963,0
3,9,2,1,1978,24,3,7,2,1,1,1,0,0,1,0,1,0,0,1,5,3,48,1,0,1,0,92500,501,0,1797,1609,0
9,26,2,1,1992,14,4,7,1,2,1,1,0,0,1,0,1,0,0,4,6,2,55,1,0,0,1,97500,501,0,675,262,0
5,16,2,2,1950,2,3,5,1,1,2,-2,-2,-2,-2,-2,3,0,0,2,1,1,52,1,1,0,0,57500,501,0,1557,0,0
7,21,2,1,2007,2,5,9,1,1,1,1,0,1,0,0,3,0,0,2,5,5,30,1,0,0,0,110000,501,0,3741,0,0
4,10,2,1,1965,14,3,6,1,1,1,1,0,0,1,0,1,0,0,1,2,4,41,1,0,0,0,110000,501,0,1322,1023,0
9,26,7,2,1990,2,1,3,1,1,1,1,0,0,1,0,3,0,0,6,3,2,28,1,0,0,0,47500,501,0,575,0,426
2,5,1,1,1985,14,2,5,1,1,1,1,0,0,1,0,3,0,0,1,3,1,72,1,1,0,0,32500,501,0,1237,0,0
2,3,3,1,1979,34,5,10,1,2,1,1,0,1,0,0,1,0,0,1,4,4,58,1,1,0,0,77500,501,0,2914,1829,0
9,26,2,1,1974,34,3,6,1,1,1,1,0,0,1,0,3,0,0,2,3,5,72,0,1,0,0,22500,100,1,2068,601,0
8,22,4,2,1970,2,2,4,1,1,1,1,0,0,0,0,3,0,1,1,2,3,42,1,0,0,0,22500,150,1,886,0,0
7,21,2,3,1968,7,3,7,1,1,1,1,0,0,1,0,3,0,0,2,3,6,36,1,0,0,0,32500,150,1,2379,669,0
9,26,2,1,1987,14,5,9,2,2,1,1,0,0,1,0,1,0,0,4,5,4,60,1,0,0,1,120000,501,0,1401,491,0
2,3,4,2,1940,14,2,5,2,1,2,-2,-2,-2,-2,-2,4,0,1,1,3,1,49,0,1,0,0,22500,501,0,979,52,1104
4,10,2,1,1959,54,3,5,1,1,2,-2,-2,-2,-2,-2,1,0,0,7,2,1,77,0,1,0,1,22500,501,0,343,593,0
9,26,2,2,1998,2,2,4,1,1,1,1,0,1,0,0,2,0,0,1,5,2,27,1,0,0,0,32500,501,0,1574,0,694
5,16,2,1,1988,24,3,6,1,1,1,1,0,0,1,0,3,0,0,1,4,3,49,1,0,0,0,110000,501,0,2538,0,0
2,3,2,1,1949,14,4,8,1,1,1,1,0,0,1,0,4,0,1,1,5,6,42,1,1,0,0,120000,501,0,2798,0,1966
5,15,2,1,1980,2,3,6,1,2,1,1,0,1,0,0,3,0,0,1,3,1,44,1,0,0,1,110000,501,0,2016,0,121
5,17,1,1,2004,7,2,6,1,1,1,1,0,0,1,0,3,0,0,1,3,2,72,1,1,0,0,27500,501,0,1666,0,0
8,24,2,1,1990,14,3,8,1,2,1,1,0,0,1,0,3,0,1,1,8,3,66,1,0,0,0,110000,501,0,2636,0,0
4,12,2,2,1950,2,3,6,1,1,2,-2,-2,-2,-2,-2,1,0,0,6,5,1,27,1,0,0,0,87500,501,0,964,945,0
1,2,2,1,1980,14,4,11,1,1,1,1,0,0,1,0,1,0,0,4,6,5,45,1,0,0,1,120000,501,0,2921,1541,0
4,12,2,1,1980,2,4,7,1,2,1,1,1,0,1,0,3,0,0,1,3,3,28,1,0,0,0,77500,501,0,1151,928,0
5,17,2,1,1980,24,3,5,1,1,1,1,1,0,1,0,3,0,0,2,4,1,80,0,1,0,0,37500,501,0,1211,0,0
7,21,1,1,1984,2,2,4,1,1,1,0,-2,-2,-2,-2,3,0,0,2,3,6,35,1,0,0,0,17500,100,1,1228,0,0
1,2,7,1,1974,14,2,4,1,1,1,1,0,1,0,0,1,0,0,1,3,2,61,1,0,0,0,47500,501,0,667,835,0
3,9,7,2,1978,2,1,3,1,1,1,1,0,0,1,0,3,0,0,1,3,1,64,0,1,0,0,22500,501,0,845,0,0
3,6,2,1,2001,7,3,8,1,2,1,1,0,0,1,0,1,0,0,1,3,2,67,0,1,0,0,52500,501,0,964,936,0
4,10,2,1,1959,2,3,6,1,2,1,0,-2,-2,-2,-2,1,0,0,1,3,2,28,1,0,0,0,57500,501,0,673,647,0
4,12,2,1,1952,14,2,7,1,1,1,1,0,0,1,0,1,0,0,1,2,2,45,1,0,0,0,72500,501,0,1212,1007,0
3,7,2,1,1920,24,2,5,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,1,1,52,1,0,0,0,12500,150,1,920,710,0
2,5,3,1,1925,14,3,6,1,1,1,0,-2,-2,-2,-2,1,0,0,2,3,2,52,1,0,0,0,2500,100,0,863,1763,0
2,3,2,2,1946,2,4,10,1,2,1,1,0,0,1,0,4,0,0,1,4,1,41,1,0,0,0,92500,501,0,236,423,1208
9,26,4,2,1950,2,2,4,1,2,1,1,0,1,0,0,3,0,0,4,5,4,33,1,0,0,0,47500,501,0,274,232,0
7,21,2,1,1979,24,3,6,2,1,1,1,0,1,0,0,3,0,0,1,4,1,61,1,0,0,0,12500,150,0,1891,0,0
9,26,7,2,1980,14,1,3,1,1,1,1,1,0,0,0,3,0,1,1,1,4,35,1,0,0,0,12500,100,0,385,102,0
2,3,2,1,1920,44,4,9,1,2,2,-2,-2,-2,-2,-2,2,0,0,1,0,2,85,0,1,0,0,27500,501,0,740,0,2488
4,11,2,1,1951,2,3,5,1,1,1,1,0,1,0,0,1,0,0,1,2,2,38,0,0,0,0,52500,501,0,710,706,0
8,22,3,2,1998,2,2,3,1,2,1,1,0,0,1,0,1,0,0,1,2,2,25,1,0,0,0,27500,501,0,908,652,0
2,3,9,2,1972,2,1,3,1,1,2,-2,-2,-2,-2,-2,1,0,0,2,1,1,67,0,1,0,0,22500,501,0,443,1042,0
7,21,2,1,1972,2,5,9,1,2,1,1,0,1,0,0,1,0,0,1,5,10,49,0,0,0,0,22500,100,0,3917,635,0
9,26,7,2,1985,2,2,4,1,1,1,1,0,1,0,0,1,0,0,6,3,4,49,1,0,0,0,17500,100,1,564,125,0
1,1,2,1,1950,2,3,6,1,1,1,1,0,0,1,0,1,0,0,1,3,3,27,1,0,0,0,120000,501,0,2402,1511,0
1,2,6,2,1973,2,1,3,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,2,1,62,0,0,1,0,17500,501,0,841,90,0
5,17,3,2,1993,7,2,4,1,1,1,1,0,0,1,0,3,0,0,1,5,2,45,1,0,0,0,62500,501,0,2375,0,0
8,25,2,1,2007,2,3,8,1,3,1,1,0,1,0,0,1,0,0,1,4,1,64,0,1,0,0,22500,501,0,443,407,0
2,3,7,2,1950,7,2,4,1,1,1,0,-2,-2,-2,-2,3,0,0,2,2,2,50,0,0,0,0,2500,100,0,664,527,198
2,3,8,2,1940,34,2,5,1,1,1,1,0,0,1,0,1,0,1,1,2,2,51,0,0,1,0,12500,100,1,1095,876,0
7,21,6,2,1976,2,1,4,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,1,1,46,1,0,0,0,32500,501,0,765,0,0
7,21,2,1,1991,7,4,6,1,1,1,1,0,1,0,0,1,0,0,1,4,1,35,1,0,0,0,72500,501,0,1214,549,0
4,10,2,1,1995,14,4,8,1,1,1,1,0,1,0,0,1,0,0,2,5,5,43,1,0,0,0,120000,501,0,1379,1221,0
5,14,1,1,1978,2,2,4,1,2,2,-2,-2,-2,-2,-2,1,0,1,1,2,2,76,0,1,0,0,72500,501,0,993,1106,0
5,17,2,1,1990,14,3,6,1,1,1,1,0,0,1,0,3,0,0,6,3,2,21,0,1,0,0,77500,501,0,1551,0,0
9,26,6,2,1998,2,2,5,1,1,1,1,0,0,1,0,3,0,0,1,3,4,34,1,0,0,0,17500,100,0,608,258,0
9,26,3,2,1978,2,2,5,1,1,1,1,0,0,1,0,1,0,0,1,6,2,27,1,0,0,1,110000,501,0,404,443,0
1,1,2,1,2003,7,3,7,2,1,1,1,0,0,1,0,4,0,0,1,2,2,53,1,0,0,1,120000,501,0,1518,0,2443
8,24,2,1,1990,2,4,7,1,2,1,1,0,1,0,0,1,0,0,1,4,4,41,1,0,0,0,120000,501,0,2895,487,0
3,8,1,2,1970,2,3,5,1,1,1,1,1,0,0,0,1,0,0,1,1,4,53,1,0,1,0,22500,150,1,808,1176,0
9,26,2,2,1946,7,2,4,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,6,1,61,1,0,0,0,67500,501,0,250,354,0
2,3,4,2,1970,2,1,2,1,1,1,1,0,0,1,0,3,0,0,2,6,2,34,1,0,0,0,42500,501,0,1663,316,0
3,9,2,1,1920,2,3,12,1,2,1,1,0,1,0,0,1,0,0,1,3,4,31,1,0,0,0,110000,501,0,1994,1457,0
2,4,2,1,1968,14,3,5,1,1,1,1,0,0,1,0,4,0,0,1,3,5,28,1,0,0,0,67500,501,0,3108,0,807
5,17,2,1,1929,14,2,5,1,2,1,1,0,0,1,0,6,0,0,6,5,3,47,1,0,0,1,120000,501,0,2173,0,0
9,26,2,1,1928,7,2,5,1,1,1,1,1,0,1,0,-2,0,1,1,1,5,45,1,0,0,0,47500,501,0,720,427,0
2,5,3,1,1920,2,3,7,1,1,1,1,0,1,0,0,1,0,0,2,3,2,52,1,0,0,0,37500,501,0,719,1714,279
7,21,2,1,2004,7,4,9,1,1,1,1,0,1,0,0,1,0,0,1,5,4,42,1,0,0,0,120000,501,0,2004,656,0
4,10,2,2,1920,2,3,5,1,1,1,0,-2,-2,-2,-2,2,0,0,1,3,4,24,1,0,0,0,12500,100,1,1852,0,975
6,18,2,1,1975,7,3,7,1,2,2,-2,-2,-2,-2,-2,3,0,0,1,3,2,61,1,0,0,0,72500,501,0,1891,0,0
6,18,2,1,1994,2,3,5,1,1,1,1,1,0,0,0,3,0,0,1,3,1,70,0,1,0,0,22500,501,0,966,0,0
5,17,2,1,1979,2,3,6,1,1,1,1,0,0,1,0,3,0,0,1,6,1,34,1,0,0,0,32500,501,0,424,0,0
2,3,2,1,1956,14,4,7,1,1,1,1,0,0,1,0,1,0,0,1,3,4,37,1,0,0,1,47500,501,0,1354,783,0
9,26,2,1,1986,7,3,7,2,1,1,1,0,1,0,0,1,0,0,1,4,2,53,1,0,0,0,110000,501,0,728,364,0
9,27,2,2,1950,2,2,5,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,2,1,56,1,0,0,0,57500,501,0,2132,0,0
3,7,2,1,1920,44,3,7,1,2,1,1,0,1,1,0,1,0,0,1,2,2,63,1,1,0,0,110000,501,0,1092,1137,0
1,1,2,1,1959,44,3,7,1,1,1,1,0,0,1,0,4,0,0,1,6,2,79,0,1,0,0,27500,501,0,791,0,1630
9,26,4,2,1950,2,1,3,1,1,1,1,0,0,1,0,1,0,0,1,5,2,46,1,0,0,1,82500,501,0,274,334,0
9,26,2,1,1952,14,4,8,1,2,1,1,0,1,1,0,-2,0,0,1,2,3,54,1,0,0,1,77500,501,0,1931,800,0
2,3,4,2,1966,2,3,5,2,1,1,1,0,0,1,0,3,0,0,1,5,1,35,0,0,0,0,22500,501,0,1415,369,0
2,5,1,2,1995,2,2,4,1,1,2,-2,-2,-2,-2,-2,4,0,0,1,1,1,85,0,1,0,1,8750,100,0,1359,0,944
4,10,3,2,1920,14,3,5,1,1,1,1,1,0,0,0,3,0,0,2,3,5,36,1,0,0,0,27500,150,0,1441,1523,0
9,26,4,2,1970,14,2,4,1,2,2,-2,-2,-2,-2,-2,-2,0,1,1,1,8,68,1,1,0,0,52500,150,0,455,165,0
5,15,2,1,1994,14,3,6,1,1,1,1,0,1,0,0,3,0,0,1,4,4,45,1,0,0,0,87500,501,0,1260,837,0
4,11,2,1,1973,2,3,9,1,1,1,1,0,0,1,0,6,0,0,1,3,1,54,0,1,0,0,32500,501,0,683,420,0
7,21,2,1,1954,2,2,4,1,1,2,-2,-2,-2,-2,-2,3,0,0,2,3,2,37,1,0,0,0,27500,501,0,930,630,0
2,3,2,1,1930,34,4,7,1,1,2,-2,-2,-2,-2,-2,1,0,0,2,4,3,62,1,1,0,0,37500,501,0,1253,2579,0
9,26,2,1,1957,2,3,6,1,2,1,1,0,0,0,0,1,0,1,2,6,3,28,1,0,0,0,120000,501,0,801,301,0
5,17,4,2,1980,2,2,4,1,1,1,1,0,1,0,0,3,0,0,1,1,3,24,1,0,0,0,22500,150,1,1060,0,0
8,24,2,1,2005,2,3,8,2,4,1,1,0,0,0,1,3,0,0,1,2,2,72,0,1,0,1,120000,501,0,3986,882,0
5,14,3,1,1952,54,3,6,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,3,2,55,1,0,0,0,82500,501,0,1045,698,0
2,4,2,1,1989,24,3,6,2,2,1,1,0,0,1,0,1,0,0,1,3,2,81,1,1,0,1,110000,501,0,1671,2332,0
6,18,1,1,1995,14,3,8,1,1,1,1,0,1,0,0,3,0,0,1,2,2,73,0,1,0,0,27500,501,0,1936,0,0
3,7,2,1,1979,14,3,7,1,1,1,1,0,0,1,0,1,0,0,1,5,2,47,1,0,0,0,72500,501,0,1323,927,0
7,21,2,2,1987,2,4,9,2,2,1,1,0,1,0,0,1,0,0,2,5,2,54,1,0,0,0,62500,501,0,2605,752,0
9,27,2,1,1996,2,3,6,1,1,1,1,0,0,1,0,3,0,0,1,2,3,42,0,0,1,0,37500,501,0,943,0,0
3,8,1,1,1990,14,3,5,1,1,2,-2,-2,-2,-2,-2,6,0,0,1,1,5,44,1,0,1,0,27500,150,1,255,0,52
5,17,2,1,1971,34,2,5,1,1,2,-2,-2,-2,-2,-2,3,0,0,2,1,1,73,0,1,0,0,17500,501,0,1666,0,0
3,8,2,1,1979,2,3,6,1,2,1,1,0,0,1,0,1,0,0,1,2,4,42,1,0,0,0,57500,501,0,1231,1136,0
7,21,3,2,1975,2,3,6,1,1,1,1,0,0,1,0,1,0,0,1,3,2,47,1,0,0,0,32500,501,0,1361,559,0
5,17,2,1,1996,2,2,6,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,2,1,42,0,0,0,1,2500,100,0,1732,0,0
9,26,2,1,1956,44,3,6,1,1,1,1,0,1,0,0,1,0,0,1,6,2,79,0,0,0,0,37500,501,0,1045,596,0
1,2,2,1,1956,14,3,5,1,2,1,1,0,0,1,0,1,0,0,1,3,2,63,1,0,0,0,67500,501,0,1188,1409,0
9,26,2,1,1960,2,3,5,1,1,1,1,0,1,0,0,3,0,1,1,3,5,33,1,0,0,0,120000,501,0,1564,309,0
5,16,2,1,1993,2,3,6,1,1,1,1,0,1,0,0,3,0,0,1,2,4,46,1,0,0,0,120000,501,0,1899,0,576
7,21,7,2,1986,2,3,6,1,1,1,1,0,0,1,0,1,0,0,1,2,5,27,1,0,0,0,52500,501,1,1668,348,0
6,19,9,2,1990,7,2,4,1,1,1,0,-2,-2,-2,-2,1,0,0,1,4,1,85,0,1,0,1,42500,501,0,379,394,0
9,26,2,1,1971,14,5,8,1,2,1,1,0,1,0,0,1,0,1,1,2,7,52,1,0,0,0,67500,501,1,2888,443,0
6,19,1,1,2009,2,3,6,1,1,1,1,0,0,1,0,3,0,0,1,2,5,40,1,1,1,0,27500,150,0,1910,0,0
4,10,1,1,1995,2,3,5,1,1,1,1,0,1,0,0,1,0,0,1,2,4,27,1,0,0,0,67500,501,0,934,596,0
7,20,3,2,1920,2,1,2,1,1,1,1,0,0,1,0,3,0,0,4,5,1,29,1,0,0,0,47500,501,0,1852,125,0
7,21,7,2,1980,2,2,4,1,1,1,0,-2,-2,-2,-2,3,0,0,2,3,2,35,1,0,0,0,32500,501,0,2044,0,0
4,12,3,3,1920,54,2,5,1,1,1,1,0,1,0,0,1,0,0,2,8,1,51,1,0,0,0,72500,501,0,576,781,0
2,3,9,2,2000,7,1,2,1,1,2,-2,-2,-2,-2,-2,4,0,1,1,1,1,77,0,1,0,0,8750,100,1,516,143,712
7,21,2,1,1983,24,2,5,1,2,1,1,0,1,0,0,3,0,0,1,4,2,72,0,1,0,1,47500,501,0,2519,0,0
5,17,2,1,1958,7,3,7,1,1,1,1,0,0,1,0,3,0,0,1,5,5,40,1,0,0,0,52500,501,0,3401,0,0
4,12,6,2,1998,2,2,3,1,1,2,-2,-2,-2,-2,-2,3,0,0,2,1,1,58,0,1,0,0,12500,150,0,787,0,0
5,14,2,1,1987,14,3,7,1,1,1,1,0,0,1,0,3,0,0,1,3,2,43,1,0,0,0,120000,501,0,2092,0,79
6,18,2,1,2001,7,5,7,1,2,1,1,0,1,0,0,3,0,0,1,2,3,42,1,0,0,0,97500,501,0,1349,0,179
9,26,2,1,1950,14,3,5,1,1,1,1,0,1,0,0,1,0,1,1,2,5,33,0,0,0,0,57500,501,0,440,291,0
5,17,2,1,1960,24,2,6,2,1,1,1,0,1,0,0,3,0,0,1,5,2,80,0,1,0,1,27500,501,0,1042,0,0
4,10,4,2,1945,2,2,4,1,1,1,1,0,0,1,0,1,0,1,1,5,1,33,1,0,0,1,47500,501,0,376,541,0
9,26,4,2,1950,2,2,4,1,1,1,1,0,0,0,0,1,0,0,2,3,2,35,1,0,0,0,32500,501,0,215,190,0
6,18,3,1,2005,2,2,3,1,1,1,1,0,0,1,0,3,0,1,1,4,1,58,1,0,0,0,32500,501,0,1209,0,0
3,6,4,1,1993,2,2,5,1,1,1,1,0,1,0,0,1,0,0,1,2,3,51,1,0,1,0,12500,100,1,716,603,0
5,14,2,1,1920,2,4,9,1,3,1,1,0,0,1,0,1,0,0,2,7,2,39,1,0,0,1,120000,501,0,2194,2966,0
9,26,2,1,1964,14,3,7,2,1,1,1,0,1,0,0,1,0,0,1,5,3,57,1,1,0,0,97500,501,0,718,514,0
9,27,2,1,1967,34,3,6,1,1,1,1,1,0,0,0,3,0,0,1,2,2,73,1,1,0,1,27500,501,0,958,392,0
2,4,3,2,1920,2,3,7,1,1,1,1,0,1,0,0,3,0,0,1,1,6,30,1,0,0,0,17500,100,1,2572,0,0
5,13,2,1,1966,44,3,6,1,1,2,-2,-2,-2,-2,-2,4,0,0,1,4,2,56,1,0,0,0,6250,100,0,551,0,797
2,3,2,2,2005,2,2,4,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,5,2,27,1,0,0,0,77500,501,0,1803,0,0
8,25,7,2,2005,2,1,4,1,1,1,1,0,1,0,0,1,0,0,2,5,1,36,1,0,0,0,82500,501,0,399,308,0
5,17,2,1,1990,7,4,9,1,2,1,1,0,1,0,0,3,0,0,1,5,4,45,1,0,0,0,32500,150,0,3382,0,0
3,6,2,2,1950,2,4,6,1,2,1,0,-2,-2,-2,-2,1,0,0,2,2,3,37,1,0,0,0,8750,100,0,1052,1576,0
4,10,2,1,1964,24,3,5,2,2,1,1,0,0,1,0,1,0,0,1,4,2,49,1,0,0,0,52500,501,0,1426,799,0
3,7,2,1,1958,44,3,6,1,1,1,1,0,0,1,0,1,0,0,1,2,2,70,0,1,0,1,47500,501,0,933,1398,0
5,17,2,2,1965,2,3,5,1,2,1,1,0,0,1,0,3,0,1,6,3,4,32,1,0,1,0,72500,501,1,3232,0,0
4,12,8,2,2006,2,3,4,1,1,1,1,0,1,0,0,3,0,0,1,2,3,46,1,0,0,1,87500,501,0,904,0,0
3,7,2,1,1996,14,3,5,1,2,1,1,0,1,0,0,1,0,0,1,6,4,42,1,0,0,0,110000,501,0,2306,487,0
2,3,3,1,1920,2,3,6,1,1,1,1,0,0,1,0,1,0,0,2,3,3,44,1,0,0,0,92500,501,0,1054,1447,0
2,4,2,1,1959,54,4,8,1,2,2,-2,-2,-2,-2,-2,1,0,0,1,2,3,85,1,1,0,1,42500,501,0,1465,2849,0
3,6,2,1,1950,2,2,6,1,2,1,1,0,0,0,1,6,0,0,1,2,1,51,1,0,0,1,32500,501,0,1011,689,0
1,2,2,1,1948,54,2,4,2,1,2,-2,-2,-2,-2,-2,4,0,0,1,4,1,83,0,1,0,0,12500,150,0,758,0,1257
1,2,4,1,1920,7,2,7,1,1,2,-2,-2,-2,-2,-2,1,0,0,2,2,2,75,0,1,0,0,2500,100,0,350,541,0
1,2,2,1,1991,14,3,5,1,1,1,1,0,0,1,0,3,0,0,1,3,5,50,1,0,0,0,72500,501,0,3543,0,0
4,12,2,1,1965,14,5,8,1,1,1,1,0,1,0,0,1,0,0,1,4,5,64,1,1,0,1,32500,150,0,1883,1136,0
9,26,2,1,1969,14,3,4,1,1,1,1,0,1,0,0,6,0,1,1,1,2,57,0,0,0,0,17500,150,0,634,318,0
9,27,2,1,2002,7,3,6,1,1,1,1,0,1,0,0,3,0,1,1,4,5,26,1,0,0,0,57500,501,0,1203,36,0
5,17,2,1,1972,14,3,6,1,2,1,1,0,0,1,0,3,0,0,1,5,4,61,1,1,0,0,62500,501,0,3118,0,0
9,26,2,1,2003,2,4,8,1,2,1,1,0,0,1,0,1,0,0,1,3,2,62,1,0,0,1,120000,501,0,6802,499,0
4,12,2,1,1965,34,2,5,1,1,1,1,0,0,0,0,2,0,0,1,3,2,68,1,1,0,0,52500,501,0,1300,0,943
