puma_id,ELEP,GASP,FULP
4911002,111.3119088185183,72.66368783473604,606.5860597439545
2401003,150.42501131240678,90.41375611718173,1415.9154315605929
2401001,197.16587395957194,128.93923706722472,1714.1335830212236
2000300,139.06286991038957,80.10195714947774,552.6160337552743
1703309,111.11046931407942,129.30628043451117,643.5384615384615
2300100,106.605566706164,91.03820566432238,1828.938495273015
1700600,157.2544554193258,107.77493606138107,1077.1765631144317
4935003,104.75422597864768,82.47312229356429,370.46831955922863
4203602,153.84636746202978,111.3589780120625,1354.8966221901671
0611104,70.57774690804804,39.580697928026176,187.32458642327438
0101100,171.90409278465484,94.4264969166501,730.2619485294117
1700300,144.90657312515762,110.5962809720835,845.8367586611862
0800900,109.07860429447852,98.05458564788573,550.2134326932263
4803601,195.2381328021772,105.53297101449276,393.6428329379871
0400208,123.27829124292911,55.864868461913844,503.1168831168831
3604112,160.45722458859217,139.39620132953468,2738.1403162055335
3900600,113.97806292354626,115.95787744566015,1248.5545454545454
1301800,197.15510780332212,141.17364154250657,565.4893851668045
3401904,125.53568927436298,110.56878799156432,2041.1713836477988
3603704,167.43634414366122,95.63380782918149,3218.4868639840374
3601205,111.60841022320545,148.33130485429095,1842.7551659361302
5311200,114.58066370954494,83.81309936747603,540.823428079242
5311603,69.4342311943685,65.46246028649462,631.2873438348723
0501700,151.5969125661686,96.56171409662475,487.4279176201373
3401201,151.89714844966414,105.38693886053537,1011.5883615549726
4702501,151.22051249443632,78.4913408319943,260.5982905982906
0603701,141.21099577486828,60.03401015228427,475.5111791730475
2202500,164.14964949710455,44.52884368857362,1062.8346456692914
0400128,183.1949444458833,48.97315546772069,797.9674796747968
5311616,151.40763878307683,109.83389405633616,552.2334630350194
5151255,99.23526617706163,71.89164057899141,561.4808259587021
2901500,171.16139966105075,119.30711952971913,725.8598602484471
1703700,114.30463223953625,94.70031219550995,1856.4922770303936
3401700,136.05546719681908,110.27476540470578,1846.5738004784016
0101305,181.81039903264812,102.48208006251554,518.2042253521126
0400109,131.71387573539963,37.77234220260112,285.3
2600801,109.74952418715306,86.96496648968579,496.1875
1901400,131.81439983219423,110.20898408448609,899.5996451803667
5151095,183.21142336446664,96.75436882665798,758.0584148224395
4201702,99.91194109486715,112.52839854306193,976.4984227129338
1301100,209.52678278015117,145.65591397849462,797.5862068965517
1209505,160.835034626316,36.02140127388535,141.77440347071584
2902800,179.8520157556926,89.11566362950497,528.7466956927383
1208700,169.48626873429785,46.40859728506787,331.2911392405063
0605904,85.96517273813458,35.41429359342796,549.7456279809221
0900900,162.43720788013803,103.71167908628735,2259.8911724556347
4802303,183.12141992739006,65.64735228394741,351.99658703071674
2201600,167.5240312406128,55.79092305248107,248.1969696969697
4804627,183.7986442992295,58.94134477825465,525.6981786643538
5311612,140.0176041032774,100.65756230795493,325.27045149754133
0800809,123.81660781410183,65.22968825714747,423.779296875
1302600,178.23387496205405,105.7708294150837,522.5204309063893
1200500,185.44191261863762,57.76284793746369,640.9816225907665
0501100,169.25662989908471,72.91185581526331,304.5674238762687
3100802,102.42540682818114,76.8805467012177,302.4568965517241
1208610,148.9352952515582,50.62841530054645,95.3211009174312
4000701,167.30232914495863,80.07732032027289,481.3745514766768
5151090,145.1331812074812,83.82481751824818,1152.704206543512
1703105,107.51832338133708,89.11435689511993,464.07253886010363
