puma_id,ELEP,FULP,GASP
3100400,126.6783263566336,26.872909379360436,48.70814458015559
0603760,74.8150527325024,6.161233620965165,32.78171939916906
7200403,91.36680561526815,2.4059293044469783,11.024020038506832
0601904,115.80632001447583,9.218140843216924,19.437976016186607
3602203,90.05451145691376,561.3955883751149,38.41793173390803
2200500,131.9115000207357,22.071220226986824,31.751752166880937
4802507,160.4548043123932,8.236945977259785,23.419555014433556
1212702,88.70886600787783,12.903876718955152,5.91375855158593
1302300,142.0834264265606,30.055855936368918,43.48286339872202
4501101,161.59874291309362,6.6207103488574095,13.275216752736059
0400126,169.98731650517735,5.5121220942321285,10.42242275543727
3902500,107.32445871518719,43.82589693847972,59.71525408611501
3704000,139.0423472360581,30.199988722440462,35.81350675713775
5104101,143.22992413156533,114.01089623809631,30.799432675206557
0900305,113.76142878455276,360.18584429146864,62.33072611410669
1209510,161.74451691984416,4.558070306001839,2.9781552335507597
2100300,121.38413203753352,34.21405831099196,34.21497989276139
2700200,116.53937439143135,125.87210929892892,58.15798442064265
1208900,145.0567035506377,3.864373639070346,6.985468604186108
1302500,141.00602728743434,22.685507308622885,53.244885395639166
0500900,113.806749610515,21.071050841507034,43.590634805696354
2200101,129.33518696069032,6.799884947267498,35.6368552253116
3701301,103.92479241129065,14.923691613552043,34.31879646113912
3701206,117.76962374310736,22.01244729159909,54.99229646448265
3603809,66.30090500650111,36.468028682140606,10.043744126469187
4101323,101.36620185922975,12.849032441661924,45.003652058432934
3400400,161.4939886099979,48.45939675174014,16.73937987766294
0400900,87.3707670779799,29.115786795573083,36.15313573336726
1600300,80.89754540912534,159.4218898576885,19.408448434251454
3701208,144.09626814771508,11.655217772581116,61.13918932086135
1209504,140.0365745995712,1.8344954326793146,4.4901717024305
1703204,90.16252618976354,3.77066081346237,77.79856330439988
2902100,141.24888610414925,37.750104427736005,30.521512113617376
2901805,131.17393287468167,7.352616975179596,77.94180698620244
4804904,171.83585970995478,6.548977344610266,47.51587282993229
0603744,65.72472181906144,1.079664570230608,18.596581196581198
1500305,129.9984710259416,8.4807094439631,17.939707456296826
