PUMA,CDD,HDD
2201000.0,595.0,6306.0
2201100.0,2683.0,1567.0
2201200.0,2078.0,2247.0
2201201.0,2686.0,1493.0
2201300.0,2671.0,1531.0
2201400.0,2455.0,1777.0
2201500.0,2455.0,1777.0
2201501.0,2482.0,1730.0
2201502.0,2628.0,1689.0
2201600.0,2618.0,1583.0
2201700.0,1931.0,2818.0
2201800.0,2413.0,1790.0
2201900.0,2584.0,1579.0
2202000.0,2377.0,1819.0
2202100.0,2793.0,1349.0
2202200.0,2447.0,1628.0
2202201.0,2377.0,1819.0
2202300.0,2598.0,1329.0
2202302.0,2547.0,1653.0
2202301.0,3008.0,1210.0
2202402.0,2453.0,1751.0
2202400.0,2313.0,1920.0
2202401.0,2547.0,1653.0
2202500.0,2413.0,1790.0
2300100.0,231.0,8782.0
2300200.0,692.0,5783.0
2300300.0,293.0,7751.0
2300400.0,218.0,8577.0
2300500.0,496.0,5920.0
2300600.0,465.0,7107.0
2300700.0,465.0,7107.0
2300800.0,669.0,5791.0
2300900.0,262.0,7860.0
2301000.0,297.0,7353.0
2400100.0,592.0,5952.0
2400200.0,1081.0,4807.0
2400302.0,1272.0,4430.0
2400301.0,1002.0,4785.0
2400400.0,1147.0,4720.0
2400506.0,1194.0,4564.0
2400504.0,1194.0,4564.0
2400501.0,1194.0,4564.0
2400507.0,1147.0,4720.0
2400502.0,898.0,4997.0
2400505.0,1159.0,4618.0
2400503.0,1246.0,3936.0
2400601.0,1194.0,4564.0
2400602.0,966.0,5259.0
2400700.0,1162.0,4695.0
2400803.0,1774.0,3807.0
2400804.0,824.0,5346.0
2400805.0,1774.0,3807.0
2400802.0,1774.0,3807.0
2400801.0,1274.0,4073.0
2400902.0,1271.0,4505.0
2400901.0,983.0,4990.0
2401003.0,708.0,5436.0
2401005.0,1272.0,4430.0
2401001.0,1093.0,4299.0
2401002.0,983.0,4990.0
2401004.0,1258.0,4382.0
2401006.0,1258.0,4382.0
2401007.0,1243.0,4571.0
2401103.0,1243.0,4571.0
2401105.0,1002.0,4785.0
2401107.0,1182.0,4455.0
2401101.0,1109.0,4707.0
2401104.0,917.0,4970.0
2401102.0,917.0,4970.0
2401106.0,949.0,4694.0
2401203.0,995.0,4890.0
2401204.0,918.0,5032.0
2401202.0,1774.0,3807.0
2401201.0,1147.0,4720.0
2401300.0,1274.0,4073.0
2401400.0,1274.0,4073.0
2401500.0,1435.0,3919.0
2401600.0,1055.0,4217.0
2500100.0,292.0,7406.0
2500200.0,452.0,6856.0
2500304.0,390.0,6717.0
2500301.0,654.0,6121.0
2500303.0,376.0,6688.0
2500302.0,223.0,7523.0
2500300.0,548.0,6576.0
2500400.0,1018.0,4849.0
2500506.0,445.0,6834.0
2500501.0,277.0,7202.0
2500503.0,651.0,6060.0
2500502.0,496.0,5920.0
2500505.0,345.0,7148.0
2500504.0,200.0,7753.0
2500508.0,777.0,5630.0
2500507.0,532.0,6575.0
2500703.0,582.0,5704.0
2500702.0,596.0,5868.0
2500701.0,510.0,6539.0
2500704.0,777.0,5630.0
2501000.0,596.0,5868.0
2501300.0,472.0,6401.0
2501400.0,532.0,6575.0
2501600.0,597.0,6159.0
2501901.0,287.0,7312.0
2501902.0,371.0,7486.0
2501900.0,376.0,6688.0
2502400.0,651.0,6060.0
2502800.0,777.0,5630.0
2503301.0,1861.0,2637.0
2503306.0,582.0,5704.0
2503302.0,777.0,5630.0
2503305.0,539.0,6109.0
2503303.0,596.0,5868.0
2503304.0,777.0,5630.0
2503400.0,485.0,6370.0
2503500.0,421.0,6364.0
2503602.0,558.0,6371.0
2503601.0,511.0,5799.0
2503603.0,777.0,5630.0
2503900.0,472.0,6401.0
2504000.0,558.0,6371.0
2504200.0,534.0,6302.0
2504302.0,475.0,5624.0
2504303.0,529.0,6008.0
2504301.0,740.0,5734.0
2504500.0,740.0,5734.0
2504700.0,485.0,6370.0
2504800.0,361.0,5776.0
2504903.0,413.0,6026.0
2504902.0,503.0,5991.0
2504901.0,529.0,6008.0
2600100.0,691.0,6503.0
2600200.0,330.0,8250.0
2600300.0,327.0,8214.0
2600400.0,267.0,8392.0
2600500.0,527.0,7493.0
2600600.0,395.0,7496.0
2600700.0,395.0,7496.0
2600801.0,829.0,6248.0
2600802.0,611.0,6589.0
2600900.0,272.0,8209.0
2601004.0,615.0,6223.0
2601002.0,1527.0,4727.0
2601003.0,696.0,6522.0
2601001.0,301.0,8123.0
2601100.0,418.0,7547.0
2601200.0,492.0,7329.0
2601300.0,523.0,7046.0
2601400.0,679.0,6645.0
2601500.0,558.0,7098.0
2601600.0,376.0,7565.0
2601702.0,555.0,7005.0
2601704.0,736.0,6422.0
2601701.0,452.0,7336.0
2601703.0,555.0,7005.0
2601802.0,558.0,7098.0
2601801.0,489.0,7164.0
2601900.0,760.0,5463.0
2602000.0,559.0,6742.0
2602101.0,798.0,6342.0
2602102.0,773.0,6235.0
2602200.0,842.0,6206.0
2602300.0,696.0,6522.0
2602400.0,1527.0,4727.0
2602500.0,364.0,7607.0
2602600.0,478.0,6970.0
2602702.0,691.0,6503.0
2602701.0,550.0,6989.0
2602703.0,529.0,6683.0
2602800.0,223.0,8584.0
2602901.0,550.0,6989.0
2602904.0,818.0,5731.0
2602907.0,626.0,6680.0
2602905.0,691.0,6503.0
2602903.0,828.0,6167.0
2602902.0,626.0,6680.0
2602906.0,788.0,6224.0
2602908.0,626.0,6680.0
2603005.0,920.0,5898.0
2603004.0,757.0,6160.0
2603001.0,600.0,5941.0
2603003.0,702.0,6121.0
2603006.0,920.0,5898.0
2603002.0,452.0,7336.0
2603100.0,432.0,6679.0
2603203.0,788.0,6224.0
2603202.0,1017.0,5348.0
2603201.0,814.0,6209.0
2603210.0,626.0,6680.0
2603207.0,966.0,5468.0
2603212.0,670.0,6567.0
2603209.0,788.0,6224.0
2603213.0,757.0,6160.0
2603205.0,448.0,7192.0
2603208.0,788.0,6224.0
2603206.0,742.0,5508.0
2603204.0,736.0,6422.0
2603211.0,920.0,5898.0
2603300.0,715.0,6460.0
2700100.0,398.0,9967.0
2700200.0,349.0,9540.0
2700300.0,303.0,9675.0
2700400.0,659.0,6550.0
2700500.0,241.0,9006.0
2700600.0,523.0,7709.0
2700700.0,575.0,7724.0
2700800.0,533.0,9092.0
2700900.0,573.0,8634.0
2701000.0,339.0,10397.0
2701102.0,412.0,9483.0
2701103.0,327.0,8917.0
2701101.0,587.0,7983.0
2701202.0,621.0,8104.0
2701201.0,457.0,8445.0
2701303.0,715.0,7606.0
2701302.0,715.0,7606.0
2701304.0,699.0,7876.0
2701301.0,715.0,7606.0
2701409.0,473.0,8308.0
2701408.0,742.0,7485.0
2701403.0,699.0,7876.0
2701404.0,327.0,8917.0
2701407.0,1060.0,5831.0
2701401.0,631.0,7281.0
2701405.0,699.0,7876.0
2701406.0,650.0,8029.0
2701402.0,500.0,8367.0
2701410.0,658.0,7773.0
2701503.0,658.0,7773.0
2701502.0,638.0,7848.0
2701501.0,1437.0,4770.0
2701600.0,484.0,9642.0
2701700.0,592.0,8163.0
2701800.0,1018.0,6520.0
2701900.0,560.0,8693.0
2702000.0,649.0,8156.0
2702100.0,596.0,8090.0
2702200.0,650.0,8029.0
2702300.0,592.0,8163.0
2702400.0,626.0,8030.0
2702500.0,484.0,8095.0
2702600.0,811.0,6712.0
2800100.0,2023.0,2979.0
2800200.0,1636.0,3642.0
2800300.0,1631.0,3970.0
2800400.0,1810.0,3033.0
2800500.0,2176.0,2206.0
2800600.0,1735.0,2902.0
2800700.0,2270.0,2408.0
2800800.0,1976.0,2305.0
2800900.0,2270.0,2408.0
2801000.0,2264.0,2401.0
2801100.0,1960.0,2538.0
2801200.0,2232.0,2584.0
2801300.0,1976.0,2305.0
2801400.0,1976.0,2664.0
2801500.0,2296.0,2066.0
2801600.0,2197.0,2016.0
2801700.0,2023.0,2249.0
2801800.0,2327.0,2024.0
2801900.0,2296.0,2066.0
2802000.0,1836.0,2763.0
2802100.0,2286.0,1870.0
2900100.0,1022.0,6223.0
2900200.0,983.0,6425.0
2900300.0,952.0,6495.0
2900400.0,1109.0,5642.0
2900500.0,1246.0,5177.0
2900600.0,2228.0,3036.0
2900700.0,801.0,7515.0
2900800.0,1117.0,5323.0
2900902.0,1959.0,2748.0
2900901.0,860.0,6543.0
2900903.0,1325.0,5249.0
2901003.0,1421.0,4767.0
2901004.0,1170.0,5786.0
2901001.0,1069.0,5835.0
2901005.0,1176.0,5373.0
2901002.0,1176.0,5373.0
2901100.0,988.0,6134.0
2901200.0,1479.0,4576.0
2901300.0,1174.0,5054.0
2901400.0,1725.0,3872.0
2901500.0,1137.0,4750.0
2901600.0,1125.0,5449.0
2901703.0,1231.0,5121.0
2901701.0,1428.0,4586.0
2901702.0,1318.0,5008.0
2901802.0,1561.0,4758.0
2901807.0,1399.0,5020.0
2901804.0,1231.0,5121.0
2901808.0,1293.0,5199.0
2901803.0,1561.0,4758.0
2901801.0,1354.0,5149.0
2901806.0,1561.0,4758.0
2901805.0,1399.0,5020.0
2901901.0,1633.0,4650.0
2901902.0,1561.0,4758.0
2902002.0,1378.0,4826.0
2902001.0,1091.0,5180.0
2902100.0,1170.0,5134.0
2902200.0,1589.0,4225.0
2902300.0,1379.0,4666.0
2902400.0,654.0,6589.0
2902500.0,1315.0,4619.0
2902602.0,1096.0,5080.0
2902603.0,1366.0,4602.0
2902601.0,1178.0,4642.0
2902700.0,2288.0,2714.0
2902800.0,1437.0,4454.0
3000100.0,142.0,8193.0
3000200.0,41.0,9118.0
3000300.0,188.0,8574.0
3000400.0,477.0,7852.0
3000500.0,322.0,7917.0
3000600.0,822.0,7620.0
3000700.0,583.0,7006.0
3100100.0,2517.0,2190.0
3100200.0,736.0,7619.0
3100300.0,785.0,6895.0
3100400.0,1380.0,5341.0
3100500.0,852.0,6652.0
3100600.0,1106.0,5811.0
3100701.0,988.0,6570.0
3100702.0,1315.0,5112.0
3100801.0,211.0,8987.0
3100802.0,1095.0,6379.0
3100903.0,962.0,6455.0
3100902.0,1018.0,6178.0
3100904.0,1095.0,6311.0
3100901.0,920.0,6933.0
3200102.0,493.0,5600.0
3200101.0,493.0,5600.0
3200103.0,85.0,9007.0
3200200.0,322.0,7098.0
3200300.0,30.0,5106.0
3200401.0,1909.0,3536.0
3200407.0,1909.0,3536.0
3200411.0,3214.0,2239.0
3200412.0,1909.0,3536.0
3200403.0,2921.0,2557.0
3200404.0,3722.0,2174.0
3200413.0,3214.0,2239.0
3200402.0,3426.0,1759.0
3200406.0,3214.0,2239.0
3200409.0,3214.0,2239.0
3200405.0,3214.0,2239.0
3200410.0,2132.0,3139.0
3200408.0,2453.0,2429.0
3300100.0,158.0,8903.0
3300200.0,272.0,7935.0
3300300.0,416.0,6593.0
3300400.0,257.0,7689.0
3300500.0,239.0,7773.0
3300600.0,104.0,8968.0
3300700.0,263.0,7742.0
3300800.0,510.0,6539.0
3300900.0,218.0,8577.0
3301000.0,384.0,6884.0
3400101.0,951.0,4480.0
3400102.0,921.0,4803.0
3400308.0,272.0,7935.0
3400301.0,949.0,4947.0
3400304.0,576.0,6103.0
3400303.0,1435.0,3919.0
3400306.0,642.0,5809.0
3400305.0,816.0,5346.0
3400302.0,668.0,5901.0
3400307.0,949.0,4947.0
3400400.0,882.0,5367.0
3400503.0,1047.0,4746.0
3400502.0,824.0,5522.0
3400501.0,882.0,5367.0
3400602.0,1123.0,4681.0
3400601.0,882.0,5367.0
3400703.0,992.0,4918.0
3400701.0,668.0,5901.0
3400702.0,770.0,5400.0
3400800.0,675.0,5826.0
3400905.0,480.0,6428.0
3400902.0,816.0,5346.0
3400907.0,770.0,5400.0
3400903.0,854.0,5266.0
3400901.0,882.0,5367.0
3400904.0,854.0,5266.0
3400906.0,816.0,5346.0
3401001.0,654.0,5798.0
3401002.0,654.0,5798.0
3401003.0,510.0,6458.0
3401104.0,937.0,4970.0
3401103.0,937.0,4970.0
3401102.0,1142.0,4777.0
3401101.0,1058.0,4622.0
3401105.0,801.0,5287.0
3401106.0,816.0,5346.0
3401202.0,548.0,6576.0
3401204.0,949.0,4947.0
3401201.0,983.0,4863.0
3401205.0,801.0,5287.0
3401203.0,750.0,5168.0
3401301.0,865.0,5166.0
3401302.0,2111.0,2249.0
3401402.0,666.0,5810.0
3401403.0,824.0,5522.0
3401404.0,666.0,5810.0
3401401.0,824.0,5522.0
3401504.0,480.0,6428.0
3401501.0,1038.0,5022.0
3401503.0,692.0,5783.0
3401502.0,550.0,6438.0
3401600.0,480.0,6428.0
3401700.0,716.0,5597.0
3401800.0,1220.0,4843.0
3401904.0,757.0,5595.0
3401902.0,544.0,5908.0
3401903.0,757.0,5595.0
3401901.0,787.0,5450.0
3402001.0,1054.0,4801.0
3402002.0,929.0,4869.0
3402003.0,939.0,4983.0
3402104.0,1054.0,4801.0
3402101.0,1091.0,4644.0
3402102.0,939.0,4983.0
3402103.0,929.0,4869.0
3402202.0,1435.0,3919.0
3402201.0,1091.0,4644.0
3402303.0,1220.0,4843.0
3402302.0,854.0,5266.0
3402301.0,382.0,6919.0
3402400.0,1009.0,4835.0
3402500.0,1054.0,4801.0
3402600.0,1438.0,3443.0
3500100.0,38.0,8143.0
3500200.0,3531.0,1697.0
3500300.0,322.0,5828.0
3500400.0,1021.0,6696.0
3500500.0,240.0,6613.0
3500600.0,2741.0,1888.0
3500700.0,573.0,6082.0
3500803.0,520.0,6004.0
3500806.0,773.0,4981.0
3500802.0,773.0,4981.0
3500801.0,355.0,6620.0
3500804.0,1290.0,4281.0
3500805.0,185.0,8662.0
3500900.0,437.0,5286.0
3501002.0,437.0,5286.0
3501001.0,1364.0,3818.0
3501100.0,307.0,5283.0
3501200.0,1239.0,4446.0
3600100.0,286.0,8209.0
3600200.0,136.0,8547.0
3600300.0,431.0,7097.0
3600401.0,182.0,8502.0
3600403.0,566.0,6182.0
3600402.0,444.0,7164.0
3600500.0,516.0,5957.0
3600600.0,291.0,7336.0
3600704.0,345.0,6385.0
3600701.0,467.0,6744.0
3600702.0,551.0,6803.0
3600703.0,551.0,6803.0
3600800.0,496.0,6641.0
3600905.0,594.0,6113.0
3600904.0,576.0,6728.0
3600903.0,576.0,6728.0
3600902.0,576.0,6728.0
3600901.0,594.0,6022.0
3600906.0,576.0,6728.0
3601000.0,291.0,7336.0
3601102.0,465.0,6658.0
3601101.0,548.0,6692.0
3601203.0,723.0,5876.0
3601204.0,716.0,5597.0
3601201.0,552.0,6451.0
3601205.0,580.0,6198.0
3601202.0,548.0,6692.0
3601207.0,452.0,6724.0
3601206.0,548.0,6692.0
3601300.0,392.0,6875.0
3601400.0,301.0,7681.0
3601500.0,592.0,5952.0
3601600.0,432.0,6931.0
3601700.0,366.0,7116.0
3601801.0,664.0,6555.0
3601802.0,477.0,6904.0
3601900.0,263.0,7380.0
3602001.0,544.0,6860.0
3602002.0,438.0,6579.0
3602100.0,50.0,10646.0
3602201.0,396.0,7237.0
3602202.0,353.0,6991.0
3602203.0,281.0,7169.0
3602300.0,446.0,6806.0
3602401.0,464.0,5735.0
3602402.0,605.0,4901.0
3602500.0,197.0,7588.0
3602600.0,515.0,6385.0
3602702.0,652.0,5854.0
3602701.0,66.0,8680.0
3602801.0,550.0,6438.0
3602802.0,550.0,6438.0
3602902.0,674.0,5820.0
3602903.0,233.0,7522.0
3602901.0,1153.0,4459.0
3603002.0,576.0,6103.0
3603001.0,770.0,5400.0
3603003.0,642.0,5809.0
3603104.0,692.0,5582.0
3603107.0,770.0,5400.0
3603105.0,770.0,5400.0
3603103.0,790.0,5813.0
3603102.0,576.0,6103.0
3603106.0,865.0,5166.0
3603101.0,770.0,5357.0
3603202.0,949.0,4947.0
3603208.0,825.0,4963.0
3603203.0,779.0,5504.0
3603207.0,779.0,5504.0
3603201.0,839.0,5231.0
3603212.0,839.0,5231.0
3603204.0,839.0,5231.0
3603206.0,839.0,5231.0
3603211.0,839.0,5231.0
3603210.0,281.0,7169.0
3603209.0,779.0,5504.0
3603205.0,865.0,5166.0
3603304.0,770.0,5357.0
3603308.0,770.0,5357.0
3603309.0,652.0,5854.0
3603312.0,716.0,5660.0
3603313.0,548.0,6576.0
3603311.0,576.0,6103.0
3603310.0,233.0,7613.0
3603302.0,779.0,5504.0
3603307.0,702.0,5382.0
3603303.0,652.0,5854.0
3603301.0,789.0,5466.0
3603305.0,395.0,6825.0
3603306.0,597.0,6159.0
3603703.0,1142.0,4777.0
3603706.0,1024.0,4838.0
3603701.0,467.0,6744.0
3603707.0,882.0,5367.0
3603709.0,642.0,5809.0
3603708.0,882.0,5367.0
3603704.0,1151.0,4754.0
3603710.0,1142.0,4777.0
3603702.0,882.0,5367.0
3603705.0,642.0,5809.0
3603804.0,1151.0,4754.0
3603807.0,882.0,5367.0
3603802.0,770.0,5400.0
3603805.0,1151.0,4754.0
3603806.0,882.0,5367.0
3603803.0,882.0,5367.0
3603810.0,1151.0,4754.0
3603809.0,1151.0,4754.0
3603801.0,1142.0,4777.0
3603808.0,1151.0,4754.0
3603901.0,1024.0,4838.0
3603902.0,937.0,4970.0
3603903.0,882.0,5367.0
3604011.0,1142.0,4777.0
3604018.0,1151.0,4754.0
3604006.0,1142.0,4777.0
3604013.0,1151.0,4754.0
3604016.0,824.0,5522.0
3604017.0,488.0,6301.0
3604002.0,1142.0,4777.0
3604001.0,174.0,9155.0
3604004.0,929.0,4869.0
3604003.0,1142.0,4777.0
3604014.0,824.0,5522.0
3604012.0,1151.0,4754.0
3604009.0,937.0,4970.0
3604010.0,1123.0,4681.0
3604005.0,882.0,5367.0
3604015.0,882.0,5367.0
3604007.0,1123.0,4681.0
3604008.0,1142.0,4777.0
3604103.0,642.0,5809.0
3604114.0,949.0,4947.0
3604104.0,674.0,5820.0
3604101.0,770.0,5400.0
3604106.0,949.0,4947.0
3604112.0,949.0,4947.0
3604102.0,949.0,4947.0
3604111.0,1142.0,4777.0
3604108.0,949.0,4947.0
3604109.0,692.0,5582.0
3604110.0,1142.0,4777.0
3604113.0,1142.0,4777.0
3604107.0,1142.0,4777.0
3604105.0,949.0,4947.0
3700100.0,194.0,6085.0
3700200.0,855.0,5204.0
3700300.0,1075.0,4925.0
3700400.0,1138.0,4075.0
3700500.0,1275.0,3913.0
3700600.0,1516.0,3113.0
3700700.0,1707.0,2799.0
3700800.0,1667.0,2909.0
3700900.0,1148.0,4138.0
3701000.0,1421.0,3627.0
3701100.0,1550.0,3514.0
3701205.0,1456.0,3431.0
3701208.0,1566.0,3315.0
3701207.0,1127.0,4053.0
3701203.0,1572.0,3070.0
3701202.0,1456.0,3431.0
3701201.0,1572.0,3070.0
3701206.0,1456.0,3431.0
3701204.0,1783.0,2929.0
3701301.0,1294.0,3733.0
3701302.0,1294.0,3733.0
3701400.0,1093.0,4299.0
3701500.0,1791.0,2606.0
3701600.0,1489.0,3588.0
3701704.0,516.0,5543.0
3701702.0,1418.0,3970.0
3701701.0,204.0,9585.0
3701703.0,1147.0,4720.0
3701803.0,876.0,4951.0
3701802.0,1409.0,3604.0
3701801.0,970.0,5132.0
3701900.0,1130.0,4230.0
3702000.0,1041.0,4363.0
3702100.0,410.0,5728.0
3702202.0,639.0,4755.0
3702201.0,877.0,4237.0
3702300.0,1187.0,4058.0
3702400.0,628.0,4336.0
3702500.0,712.0,4259.0
3702600.0,1168.0,3911.0
3702700.0,956.0,4445.0
3702800.0,267.0,5956.0
3702900.0,1315.0,3667.0
3703001.0,1551.0,3439.0
3703002.0,771.0,5401.0
3703104.0,1325.0,4377.0
3703106.0,1244.0,3952.0
3703102.0,1681.0,3162.0
3703103.0,1332.0,3848.0
3703108.0,1681.0,3162.0
3703105.0,1681.0,3162.0
3703101.0,1540.0,3463.0
3703107.0,2379.0,1727.0
3703200.0,1391.0,3546.0
3703300.0,388.0,5614.0
3703400.0,734.0,5082.0
3703500.0,1540.0,3463.0
3703600.0,550.0,6438.0
3703700.0,1158.0,4272.0
3703800.0,1783.0,2929.0
3703900.0,1952.0,2396.0
3704000.0,2345.0,1750.0
3704100.0,1817.0,2545.0
3704200.0,1636.0,3112.0
3704300.0,2017.0,2429.0
3704400.0,1677.0,2965.0
3704500.0,1817.0,2545.0
3704600.0,1952.0,2396.0
3704700.0,1359.0,3569.0
3704800.0,436.0,5994.0
3704900.0,1658.0,2866.0
3705002.0,1359.0,3569.0
3705001.0,1897.0,2841.0
3705003.0,825.0,4963.0
3705100.0,1416.0,3640.0
3705200.0,697.0,6306.0
3705300.0,1125.0,4364.0
3705400.0,1333.0,3608.0
3800100.0,718.0,7956.0
3800200.0,488.0,9002.0
3800300.0,576.0,6984.0
3800400.0,334.0,10304.0
3800500.0,514.0,9288.0
3900100.0,520.0,6975.0
3900200.0,715.0,6460.0
3900300.0,586.0,6667.0
3900400.0,757.0,6160.0
3900500.0,1257.0,5464.0
3900600.0,809.0,6194.0
3900700.0,1414.0,3563.0
3900801.0,1079.0,4829.0
3900802.0,818.0,5731.0
3900902.0,1212.0,4103.0
3900903.0,664.0,5831.0
3900910.0,481.0,5922.0
3900908.0,558.0,6525.0
3900907.0,521.0,6574.0
3900906.0,818.0,5731.0
3900909.0,558.0,6525.0
3900905.0,558.0,6525.0
3900904.0,558.0,6525.0
3900901.0,678.0,6154.0
3901000.0,587.0,6224.0
3901100.0,626.0,6845.0
3901200.0,372.0,6956.0
3901300.0,459.0,6492.0
3901400.0,552.0,6451.0
3901500.0,580.0,6198.0
3901600.0,458.0,6678.0
3901700.0,678.0,6154.0
3901803.0,678.0,6154.0
3901805.0,856.0,5752.0
3901802.0,452.0,7336.0
3901801.0,372.0,6956.0
3901804.0,856.0,5752.0
3901900.0,558.0,6525.0
3902000.0,503.0,6600.0
3902100.0,561.0,6606.0
3902200.0,653.0,6364.0
3902300.0,633.0,6463.0
3902400.0,951.0,5492.0
3902500.0,835.0,5932.0
3902600.0,783.0,6155.0
3902700.0,529.0,5427.0
3902800.0,645.0,6289.0
3902900.0,706.0,6034.0
3903000.0,788.0,6224.0
3903100.0,678.0,6154.0
3903200.0,678.0,6154.0
3903300.0,1943.0,2402.0
3903400.0,559.0,6268.0
3903500.0,943.0,5217.0
3903600.0,691.0,5553.0
3903700.0,768.0,5606.0
3903800.0,645.0,6289.0
3903900.0,764.0,5887.0
3904000.0,776.0,5787.0
3904110.0,870.0,5417.0
3904107.0,935.0,5349.0
3904105.0,935.0,5349.0
3904108.0,951.0,5492.0
3904101.0,935.0,5349.0
3904104.0,615.0,5989.0
3904109.0,935.0,5349.0
3904103.0,1735.0,2805.0
3904111.0,883.0,5382.0
3904102.0,951.0,5492.0
3904106.0,1521.0,3465.0
3904200.0,883.0,5382.0
3904300.0,1332.0,3848.0
3904400.0,935.0,5690.0
3904500.0,1391.0,3546.0
3904601.0,761.0,6200.0
3904603.0,935.0,5690.0
3904604.0,1214.0,5343.0
3904602.0,935.0,5690.0
3904700.0,768.0,5531.0
3904800.0,877.0,5571.0
3904900.0,772.0,5571.0
3905000.0,935.0,5349.0
3905100.0,1128.0,4737.0
3905200.0,827.0,5555.0
3905302.0,1064.0,5148.0
3905301.0,622.0,5290.0
3905402.0,1443.0,4352.0
3905401.0,969.0,5586.0
3905403.0,1135.0,5261.0
3905507.0,768.0,5531.0
3905506.0,572.0,7603.0
3905502.0,1210.0,4841.0
3905505.0,1131.0,4883.0
3905501.0,1135.0,5261.0
3905503.0,279.0,8956.0
3905504.0,1135.0,5261.0
3905600.0,962.0,5423.0
3905700.0,968.0,5138.0
4000100.0,1674.0,3907.0
4000200.0,1756.0,3614.0
4000300.0,1486.0,3784.0
4000400.0,1280.0,5026.0
4000500.0,1720.0,4367.0
4000602.0,1455.0,4663.0
4000601.0,2320.0,2886.0
4000702.0,2293.0,2536.0
4000701.0,1191.0,5423.0
4000800.0,1416.0,4806.0
4000900.0,1506.0,4742.0
4001004.0,2011.0,3255.0
4001002.0,1744.0,4120.0
4001005.0,988.0,6134.0
4001003.0,1907.0,3663.0
4001001.0,1907.0,3663.0
4001006.0,1255.0,5362.0
4001101.0,1721.0,4259.0
4001102.0,1542.0,4108.0
4001204.0,2258.0,3046.0
4001203.0,1875.0,3639.0
4001201.0,2049.0,3642.0
4001202.0,1746.0,3917.0
4001302.0,2011.0,3054.0
4001301.0,1701.0,4082.0
4001400.0,2370.0,1813.0
4001501.0,1932.0,3996.0
4001601.0,1813.0,3843.0
4100100.0,284.0,6513.0
4100200.0,271.0,6085.0
4100300.0,140.0,7195.0
4100400.0,154.0,6782.0
4100500.0,13.0,4608.0
4100600.0,135.0,5245.0
4100705.0,216.0,4820.0
4100704.0,46.0,8346.0
4100703.0,242.0,4786.0
4100800.0,81.0,7384.0
4100902.0,350.0,5211.0
4100901.0,426.0,4894.0
4101000.0,55.0,7812.0
4101104.0,475.0,4129.0
4101103.0,257.0,4784.0
4101105.0,86.0,6130.0
4101200.0,155.0,7502.0
4101324.0,197.0,4990.0
4101314.0,287.0,4723.0
4101301.0,160.0,5165.0
4101316.0,104.0,5725.0
4101319.0,261.0,4847.0
4101320.0,393.0,4300.0
4101303.0,390.0,4400.0
4101318.0,475.0,4129.0
4101321.0,46.0,6100.0
4101322.0,323.0,4532.0
4101305.0,275.0,6810.0
4101302.0,390.0,4400.0
4101317.0,205.0,4856.0
4101323.0,261.0,4847.0
4200102.0,620.0,6243.0
4200101.0,1325.0,4377.0
4200200.0,332.0,7223.0
4200300.0,203.0,7319.0
4200400.0,286.0,7155.0
4200500.0,134.0,8247.0
4200600.0,1075.0,4925.0
4200702.0,611.0,6234.0
4200701.0,611.0,6234.0
4200801.0,196.0,7725.0
4200803.0,690.0,5759.0
4200802.0,223.0,7522.0
4200900.0,573.0,6294.0
4201000.0,404.0,6672.0
4201100.0,955.0,5201.0
4201200.0,538.0,6345.0
4201300.0,413.0,6934.0
4201400.0,406.0,6796.0
4201502.0,726.0,5829.0
4201501.0,587.0,6224.0
4201600.0,209.0,7577.0
4201701.0,760.0,5463.0
4201702.0,829.0,5462.0
4201801.0,726.0,5829.0
4201807.0,726.0,5829.0
4201806.0,829.0,5462.0
4201804.0,709.0,5727.0
4201802.0,594.0,6022.0
4201803.0,709.0,5727.0
4201805.0,709.0,5727.0
4201900.0,803.0,5455.0
4202001.0,238.0,7308.0
4202002.0,594.0,6006.0
4202003.0,759.0,5312.0
4202100.0,335.0,6585.0
4202200.0,898.0,4997.0
4202301.0,667.0,5884.0
4202302.0,203.0,7319.0
4202402.0,272.0,7672.0
4202401.0,733.0,5370.0
4202500.0,578.0,5960.0
4202600.0,845.0,5395.0
4202702.0,723.0,5876.0
4202701.0,1009.0,4835.0
4202703.0,1235.0,4759.0
4202802.0,787.0,5830.0
4202803.0,234.0,7466.0
4202801.0,1075.0,4354.0
4202902.0,787.0,5830.0
4202901.0,307.0,7694.0
4203003.0,903.0,5262.0
4203002.0,675.0,5826.0
4203001.0,896.0,5363.0
4203004.0,896.0,5363.0
4203102.0,690.0,5759.0
4203103.0,1038.0,5022.0
4203104.0,1038.0,5022.0
4203101.0,966.0,5259.0
4203106.0,1183.0,4559.0
4203105.0,884.0,5174.0
4203207.0,1091.0,4644.0
4203209.0,690.0,5759.0
4203206.0,1333.0,4469.0
4203210.0,1235.0,4759.0
4203208.0,1235.0,4759.0
4203202.0,1235.0,4759.0
4203204.0,884.0,5174.0
4203205.0,884.0,5174.0
4203211.0,896.0,5363.0
4203201.0,896.0,5363.0
4203203.0,896.0,5363.0
4203304.0,1333.0,4469.0
4203301.0,1038.0,5022.0
4203302.0,992.0,4918.0
4203303.0,1093.0,4299.0
4203402.0,845.0,5395.0
4203401.0,404.0,6672.0
4203403.0,176.0,8008.0
4203404.0,716.0,5597.0
4203501.0,809.0,5448.0
4203503.0,824.0,5346.0
4203502.0,715.0,5764.0
