,MEAN,STD
0,7.702432727311558,0.10152219235430728
1,7.699176345172187,0.09773261402562845
2,7.70466567201633,0.10016921958366361
3,7.711815306598929,0.10447407679223167
4,7.685692928908206,0.09246190727922503
5,7.706271541169683,0.10283011495109495
6,7.683226443102676,0.09232535464890758
7,7.693260206522078,0.09570305959372707
8,7.679511989347975,0.0903576689072889
9,7.693384881043809,0.09665652116191886
10,7.686581766681962,0.09408069362333762
11,7.698684355757777,0.09994946913872686
12,7.7014541394697025,0.10005737632858024
13,7.695272045100577,0.0978756882195336
14,7.714812089817884,0.10316830034215597
15,7.716194424871604,0.10442490965475855
16,7.690240049048,0.0962470512702083
17,7.692753248395828,0.0973969807142555
18,7.6882512676690276,0.09359336037513466
19,7.695109833428097,0.09831009245775628
20,7.709352911490811,0.09989741956283331
21,7.673638234121139,0.08468797802156272
22,7.68298801080671,0.09124552804115858
23,7.72399154075473,0.10583257031438731
24,7.720014300485779,0.10550570906221107
25,7.694028085877165,0.09582860000147031
26,7.667738476659252,0.08283914680755958
27,7.698666668177392,0.10009288736638956
28,7.69710373883174,0.09734100718534179
29,7.702989483058639,0.10097105309548643
30,7.706142672527988,0.09960049229380546
31,7.696798693594388,0.09902896911219375
32,7.702643794319164,0.09995764494853512
33,7.688119469492661,0.09441398300846532
34,7.805987382892311,0.09550243366709923
35,7.788505887934303,0.09580422020523184
36,7.790002158152422,0.09713018730018026
37,7.800366315729863,0.100173255234294
38,7.760449726234883,0.09196897884776692
39,7.824327141491522,0.09696532061189417
40,7.797352067207168,0.09821040518300377
41,7.795388734612769,0.097425767983517
42,7.818765388134521,0.09955023860122016
43,7.813946820167023,0.10036127613522623
44,7.798740014900278,0.0975198342064152
45,7.805158850755851,0.09785645795146933
46,7.80993229840093,0.0988027909657779
47,7.806539437988848,0.0989787111821551
48,7.819495745076421,0.09994654774296241
49,7.802492692928486,0.09949894613820877
50,7.792543165925467,0.09753926029365245
51,7.798367590123979,0.09653568050197708
52,7.790485940955565,0.09591659936358299
53,7.818551043328495,0.10025023973164529
54,7.81562266689948,0.10063409156777414
55,7.8179667132708905,0.10035234519046805
56,7.818318282743652,0.09994849928473414
57,7.824620691708708,0.10029527802160487
58,7.804841279724366,0.09810924675579433
59,7.798887847260868,0.0984526242010997
60,7.830768684285428,0.09929272384347881
61,7.811445966195178,0.10058794964499475
62,7.826251523901193,0.0996243078038911
63,7.823703078093953,0.09966615213608286
64,7.791894474080931,0.0970919184449625
65,7.793578210451346,0.09620266729630138
66,7.806851239165512,0.09790025034020303
67,7.806406313398277,0.09742084529524145
68,7.820283680132723,0.09746118878049405
69,7.804304541430942,0.0983226760251667
70,7.804526982937453,0.09851060449144307
71,7.806505601841631,0.09652877775602432
72,7.819522747232777,0.09852867732509077
73,7.802220516939297,0.09647240041019017
74,7.773726322118837,0.09195354418926407
75,7.7960398179182615,0.09755055639265169
76,7.796663395947825,0.09805688263619292
77,7.787248002550249,0.09500685381542266
78,7.794111038685234,0.0950824619892043
79,7.82042155650161,0.09931285792884423
80,7.814092912798802,0.0976759221476676
81,7.794653920463628,0.09724950564359083
82,7.801066193070078,0.09858199456212599
83,7.750598337369786,0.08164315290638333
84,7.773837130659488,0.08967355194957141
85,7.797177454372803,0.0965433631653189
86,7.7908166683840685,0.09542681383491841
87,7.789783563002014,0.09556184145870447
88,7.78519293274607,0.09267358039554999
89,7.818196925841445,0.09946426401575995
90,7.788759019697284,0.0889423899894928
91,7.809182679739251,0.09920500217697262
92,7.784380471016692,0.0923840913446375
93,7.7244888419013105,0.10606236469147755
94,7.72187938747722,0.10441383826232303
95,7.70504913022963,0.10227158297534154
96,7.704762675930824,0.10209779308478073
97,7.713043015174333,0.10345056532457965
98,7.707857540592758,0.10192486280222215
99,7.699631243972886,0.1009050505119334
100,7.695335001892554,0.09482502181899885
101,7.7066645419188795,0.10207119939961662
102,7.7092138479294725,0.10389884245372728
103,7.718505062637985,0.10400845021804536
104,7.698343598176917,0.09774547908756473
105,7.693014294962843,0.09505863806107699
106,7.699939105647936,0.10045663991205826
107,7.693103705212178,0.09545946627281954
108,7.706047619621699,0.10089591071229873
