puma_id,station_id,weight
0200101,702746,0.256245010912
0200101,702740,0.201349466732
0200101,702720,0.19810482769
0200101,702735,0.184757233839
0200101,702725,0.159543460828
2700300,727458,0.427703307669
2700300,727504,0.193263048145
2700300,727455,0.139183161822
2700300,726555,0.133425603828
2700300,726558,0.106424878535
4804607,722430,0.374003991711
4804607,722435,0.26537902813
4804607,722429,0.185783785221
4804607,722436,0.174833194938
0608503,724945,0.814636882034
0608503,745090,0.185363117966
2603002,725377,0.478761301496
2603002,725375,0.208160668739
2603002,726375,0.174394027248
2603002,725384,0.138684002516
4804601,722435,0.364546718938
4804601,722430,0.277518648982
4804601,722429,0.180235746278
4804601,722436,0.177698885802
0501200,723403,0.276766851088
0501200,723415,0.267796753654
0501200,723405,0.205554050682
0501200,723417,0.135039129072
0501200,723416,0.114843215502
4203209,724080,0.494917039681
4203209,724085,0.29996730093
4203209,724086,0.205115659389
5159304,724037,0.420564822902
5159304,724036,0.179937180643
5159304,724050,0.142192613381
5159304,724035,0.140591694357
5159304,724030,0.116713688717
2202100,722406,0.445253347973
2202100,722329,0.196407390504
2202100,722310,0.129157918439
2202100,722316,0.122609862922
2202100,722315,0.106571480163
4200600,725130,0.287140622382
4200600,725170,0.278902905182
4200600,725145,0.152847833306
4200600,724094,0.142417929092
4200600,725103,0.138690710038
5155001,723080,0.305158205426
5155001,723075,0.231454056451
5155001,723085,0.230695465732
5155001,745980,0.130604138588
5155001,723086,0.102088133804
0601305,724927,0.398328775943
0601305,724936,0.179608471306
0601305,724935,0.174482704358
0601305,724930,0.1459640978
0601305,745090,0.101615950593
0900905,725045,0.67472680303
0900905,725040,0.170279952209
0900905,725029,0.154993244761
0400122,722780,0.32399712363
0400122,722785,0.244140988436
0400122,722784,0.231047805345
0400122,722789,0.200814082589
5151044,724110,1.0
2500507,725090,0.66851841593
2500507,725088,0.168618044049
2500507,725098,0.16286354002
2603213,725375,1.0
2701503,726603,0.281737657541
2701503,726580,0.259183596334
2701503,726579,0.210933569416
2701503,726584,0.145263773491
2701503,726575,0.102881403219
4802313,722583,0.434307341837
4802313,722599,0.224881396465
4802313,722598,0.194366969183
4802313,722590,0.146444292515
5110701,724030,0.654309891484
5110701,724055,0.345690108516
4101317,726985,0.249523970138
4101317,726959,0.241847974729
4101317,726980,0.193217745473
4101317,726940,0.159196281718
4101317,726986,0.156214027942
1303005,722270,0.450178784037
1303005,722196,0.238462002023
1303005,722195,0.188240197454
1303005,722190,0.123119016486
0607313,722903,0.253560222296
0607313,722930,0.239180001196
0607313,722900,0.191250860026
0607313,722906,0.158407060159
0607313,722904,0.157601856323
3905401,724297,0.360679369655
3905401,724210,0.261909675515
3905401,745700,0.190398300738
3905401,724290,0.187012654092
0603766,722970,0.418260816283
0603766,722956,0.177553457412
0603766,722976,0.152179188856
0603766,722950,0.141384418312
0603766,722977,0.110622119138
1701701,725320,0.841709377628
1701701,724397,0.158290622372
1203106,722065,0.567102418029
1203106,722068,0.202355568234
1203106,722066,0.12410069539
1203106,722060,0.106441318347
0607101,690150,0.282956745652
0607101,723815,0.2809635109
0607101,722868,0.153054449022
0607101,723805,0.146955376195
0607101,747187,0.136069918231
5311102,726980,0.548327368484
5311102,726985,0.24764575824
5311102,726986,0.204026873275
4806602,722515,0.390789513693
4806602,722510,0.254120573853
4806602,722516,0.130169673657
4806602,722524,0.120793696034
4806602,722517,0.104126542763
3903600,724273,0.410019863386
3903600,724286,0.239228726154
3903600,724275,0.132752245933
3903600,724175,0.110932908286
3903600,725117,0.107066256242
4700500,723270,0.390744158529
4700500,746716,0.300412847528
4700500,746710,0.182601538884
4700500,723265,0.126241455059
0603708,722880,0.641366276196
0603708,722886,0.237763830608
0603708,722885,0.120869893196
3700100,723183,0.245491529276
3700100,724058,0.240211176614
3700100,723145,0.220472962458
3700100,724056,0.151744709182
3700100,723150,0.14207962247
1301001,722196,0.411307882829
1301001,722270,0.294180470877
1301001,722195,0.176767858704
1301001,722190,0.11774378759
2701304,726584,0.326934763527
2701304,726580,0.286614943057
2701304,726603,0.248729833403
2701304,726575,0.137720460012
3604017,744860,0.243266613879
3604017,725033,0.210131197884
3604017,725020,0.206149614949
3604017,725030,0.190930650136
3604017,725025,0.149521923152
