FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,B26001_001
FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,"GROUP QUARTERS POPULATION for Population in Group Quarters"
